//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
8930;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
25314;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
3968;;;
20352;;;
7360;Court-circuit;Short circuit;
23744;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
10752;Sous-tension;Low voltage;
27136;Contrôlez l'alimentation en tension.;Verify the power supply.;
14144;Surtension;Overvoltage;
30528;Contrôlez l'alimentation en tension.;Verify the power supply.;
1224;Surcharge;Overload;
17608;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
4616;Surchauffe;Overtemperature;
21000;Contrôlez les caractéristiques techniques des composants liés.;Check the technical specifications of the connected components.;
8008;Rupture de fil;Wire break;
24392;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
11400;Limite supérieure dépassée;High limit exceeded;
27784;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
14792;Limite inférieure sous-dépassée;Low limit exceeded;
31176;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
1872;Erreur;Error;
18256;;;
5264;Simulation active;Simulation active;
21648;;;
8656;réservé;Reserved;
25040;;;
12048;réservé;Reserved;
28432;;;
15440;réservé;Reserved;
31824;;;
2520;réservé;Reserved;
18904;;;
5912;Paramètre manquant;Parameter missing;
22296;;;
9304;Erreur de paramétrage;parameter assignment error;
25688;Erreur de paramétrage;parameter assignment error;
12696;Défaut d'alimentation;Power supply fault;
29080;Défaut d'alimentation;Power supply fault;
16088;Défaut de fusible;fuse blown;
32472;Défaut de fusible;fuse blown;
3168;Emplacement non accessible;Slot cannot be addressed;
19552;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Cause: Communication error with various possible causes. Remedy: Depends on cause.;
6560;Défaut de masse;ground fault;
22944;Défaut de masse;ground fault;
9952;Point de référence perdu;reference point lost;
26336;Point de référence perdu;reference point lost;
13344;Événement process perdu/erreur d'échantillonnage;process event lost / sampling error;
29728;Événement process perdu/erreur d'échantillonnage;process event lost / sampling error;
424;Avertissement valeur seuil;threshold warning;
16808;Avertissement valeur seuil;threshold warning;
3816;Sortie désactivée;output disabled;
20200;Sortie désactivée;output disabled;
7208;Événement relatif à la sécurité;safety-related event;
23592;Événement relatif à la sécurité;safety-related event;
10600;Défaut externe;external fault;
26984;Défaut externe;external fault;
13992;Défaut non spécifié;Unidentified error;
30376;Cause : ne peut être spécifiée. Solution : voir le manuel.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
1072;réservé;Reserved;
17456;;;
4464;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
20848;;;
7856;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
24240;;;
11248;Erreur temporaire;Temporary error;
27632;;;
9000;L'adresse de destination Profisafe (F_Dest_Add) ne concorde pas;Mismatch of safety destination address (F_Dest_Add);
25384;Défaut Profisafe;Profisafe Error;
12392;Adresse de destination Profisafe (F_Dest_Add) non valide;Safety destination address not valid (F_Dest_Add);
28776;Défaut Profisafe;Profisafe Error;
15784;Adresse de source Profisafe (F_Source_Add) non valide;Safety source address not valid (F_Source_Add);
32168;Défaut Profisafe;Profisafe Error;
2864;La durée de surveillance de temps Profisafe est 0 ms (F_WD_Time);Safety watchdog time value is 0 ms (F_WD_Time);
19248;Défaut Profisafe;Profisafe Error;
6256;Le paramètre F_SIL est supérieur au SIL de l'application spécifique à l'appareil;Parameter F_SIL exceeds SIL from specific device application;
22640;Défaut Profisafe;Profisafe Error;
9648;Le paramètre F_CRC_Length ne concorde pas avec la valeur générée;Parameter F_CRC_Length does not match the generated values;
26032;Défaut Profisafe;Profisafe Error;
13040;Version de paramètres F incorrecte;Version of F-Parameter set incorrect;
29424;Défaut Profisafe;Profisafe Error;
120;Erreur CRC1;CRC1-Fault;
16504;Défaut Profisafe;Profisafe Error;
3512;Informations de diagnostic spécifiques à l'appareil (voir manuel);Device specific diagnosis information, see manual;
19896;Défaut Profisafe;Profisafe Error;
3056;Différence de temps dépassée;Time difference exceeded;
19440;La différence de temps a été dépassée;The time difference has been exceeded;
3057;-> Arrêt d'urgence;-> Emergency stop;
19441;Éliminer la cause, appuyer sur l'arrêt d'urgence et acquitter le défaut;Please rectify cause, press emergency stop and acknowledge;
3058;-> Commande d’assentiment;-> Enabling switch;
19442;Éliminer la cause, appuyer sur la commande d'assentiment et acquitter le défaut;Please rectify cause, release enabling switch and acknowledge;
3059;-> Signal porte;-> Door signal;
19443;Éliminer la cause, ouvrir la porte et acquitter le défaut;Please rectify cause, open door and acknowledge;
3060;-> Signal verrou;-> Bolt signal;
19444;Éliminer la cause, ouvrir la porte et acquitter le défaut;Please rectify cause, open door and acknowledge;
3061;-> Signal interverrouillage;-> Guard locking signal;
19445;Éliminer la cause, ouvrir la porte et acquitter le défaut;Please rectify cause, open door and acknowledge;
3062;-> Sélecteur de mode;-> Operating mode selector switch;
19446;Éliminer la cause et acquitter le défaut du sélecteur de mode;Please rectify cause, acknowledge operating mode selector switch;
3063;Défaut interne;Internal fault;
19447;;;
3480;Défaut interne;Internal fault;
19864;;;
6448;Impulsions de test erronées;Fault test pulses;
22832;Un défaut est survenu au niveau des impulsions de test;A fault occurred with the test pulses;
6449;-> Arrêt d'urgence;-> Emergency stop;
22833;Éliminer la cause et acquitter le défaut;Please rectify cause and acknowledge;
6450;-> Commande d’assentiment;-> Enabling switch;
22834;Éliminer la cause et acquitter le défaut;Please rectify cause and acknowledge;
6451;-> Signal porte;-> Door signal;
22835;Éliminer la cause et acquitter le défaut;Please rectify cause and acknowledge;
6452;-> Signal verrou;-> Bolt signal;
22836;Éliminer la cause et acquitter le défaut;Please rectify cause and acknowledge;
6453;-> Signal interverrouillage;-> Guard locking signal;
22837;Éliminer la cause et acquitter le défaut;Please rectify cause and acknowledge;
6454;-> Sélecteur de mode;-> Operating mode selector switch;
22838;Éliminer la cause et acquitter le défaut;Please rectify cause and acknowledge;
6455;Défaut interne;Internal fault;
22839;;;
6872;Défaut interne;Internal fault;
23256;;;
9840;Défaut module d'interverrouillage;Fault locking module;
26224;Un défaut est survenu au niveau du module d'interverrouillage;A fault occurred in the locking module;
9841;Module d'interverrouillage - durée de vie;Locking module mechanical life;
26225;1 million de cycles ont été détectés;1 million operating cycles have been detected;
9842;Module d'interverrouillage interne;Locking module internal;
26226;Une erreur de traitement interne a été détectée;An internal processing error has been detected;
9843;Module d'interverrouillage - rupture du verrou;Locking module bolt fracture;
26227;Une rupture du verrou a été détectée;A fracture in the bolt has been detected;
9844;Module d'interverrouillage - plausibilité;Locking module plausibility;
26228;Le test de plausibilité verrou - barrière de sécurité était erroné;The bolt - light barrier plausibility test was erroneous;
9845;Module d'interverrouillage - mode défaut;Locking module fault mode;
26229;Le module de déverrouillage est en mode défaut, càd que les sorties ne sont plus activées;The locking module is operating in the fault mode, i.e. the outputs will no longer be switched;
9846;Défaut interne;Internal fault;
26230;;;
9847;Défaut interne;Internal fault;
26231;;;
10264;Défaut interne;Internal fault;
26648;;;
13232;Défaut sélecteur de mode;Fault operating mode selector switch;
29616;Un défaut est survenu au niveau du module sélecteur de mode;A fault occurred in the operating mode selector switch;
13233;Le contrôle de plausibilité du sélecteur de mode était erroné;The plausibility test on the operating mode selector switch was erroneous;
29617;Éliminer la cause et acquitter;Please rectify cause and acknowledge;
13234;Défaut interne;Internal fault;
29618;;;
13235;Défaut interne;Internal fault;
29619;;;
13236;Défaut interne;Internal fault;
29620;;;
13237;Défaut interne;Internal fault;
29621;;;
13238;Défaut interne;Internal fault;
29622;;;
13239;Défaut interne;Internal fault;
29623;;;
13656;Défaut interne;Internal fault;
30040;;;
312;Défaut PROFIsafe;Fault PROFIsafe;
16696;Un défaut relatif à la sécurité est survenu;A safety-related fault has occurred;
313;Erreur de démarrage PROFIsafe;Starting error PROFIsafe;
16697;Un défaut est survenu au démarrage de la pile PROFIsafe;An error occurred on starting the PROFIsafe stack;
314;Erreur détectée dans la mémoire RAM;Memory error found in the RAM;
16698;Un défaut a été détecté dans la mémoire RAM;A memory error was found in the RAM;
315;Erreur détectée dans la mémoire FLASH;Memory error found in the FLASH;
16699;Un défaut a été détecté dans la mémoire FLASH;A memory error was found in the FLASH;
316;Erreur de communication;communication error;
16700;La communication entre les 2 processeurs de sécurité était perturbée;The communication between the 2 safety processors was disrupted;
317;Erreur de synchronisation;Synchronisation error;
16701;La synchronisation entre les 2 processeurs de sécurité était perturbée;The synchronisation between the 2 safety processors was disrupted;
318;Défaut de surveillance de tension;Wrong voltage detected;
16702;L'alimentation en tension se situe en dehors de la plage admissible;The power supply is outside the permissible range;
319;Défaut interne;Internal fault;
16703;Défaut interne PROFIsafe;Internal PROFIsafe error;
736;Défaut matériel;Hardware error;
17120;;;
3704;Défaut MGB;Fault MGB;
20088;Défaut interne;Internal fault;
3705;Erreur de démarrage MGB;Starting error MGB;
20089;Défaut lors du démarrage de la MGB;An error occurred on booting the MGB;
3706;Erreur de communication;Communication error;
20090;La communication entre les 2 processeurs de sécurité était perturbée;The communication between the 2 safety processes was disrupted;
3707;Défaut interne;Internal fault;
20091;;;
3708;Version de logiciel erronée;Wrong software version;
20092;;;
3709;Défaut interne;Internal fault;
20093;;;
3710;Défaut interne;Internal fault;
20094;;;
3711;Défaut interne;Internal fault;
20095;;;
4128;Défaut interne;Internal fault;
20512;;;
7096;Défaut interne;Internal fault;
23480;Défaut interne;Internal fault;
7097;Défaut interne;Internal fault;
23481;;;
7098;Défaut interne;Internal fault;
23482;;;
7099;Défaut interne;Internal fault;
23483;;;
7100;Défaut interne;Internal fault;
23484;;;
7101;Défaut interne;Internal fault;
23485;;;
7102;Défaut interne;Internal fault;
23486;;;
7103;Défaut interne;Internal fault;
23487;;;
7520;Défaut interne;Internal fault;
23904;;;
10488;Défaut interne;Internal fault;
26872;Défaut interne;Internal fault;
10489;Défaut interne;Internal fault;
26873;;;
10490;Défaut interne;Internal fault;
26874;;;
10491;Défaut interne;Internal fault;
26875;;;
10492;Défaut interne;Internal fault;
26876;;;
10493;Défaut interne;Internal fault;
26877;;;
10494;Défaut interne;Internal fault;
26878;;;
10495;Défaut interne;Internal fault;
26879;;;
10912;Défaut interne;Internal fault;
27296;;;
13880;Défaut interne;Internal fault;
30264;Défaut interne;Internal fault;
13881;Défaut interne;Internal fault;
30265;;;
13882;Défaut interne;Internal fault;
30266;;;
13883;Défaut interne;Internal fault;
30267;;;
13884;Défaut interne;Internal fault;
30268;;;
13885;Défaut interne;Internal fault;
30269;;;
13886;Défaut interne;Internal fault;
30270;;;
13887;Défaut interne;Internal fault;
30271;;;
14304;Défaut interne;Internal fault;
30688;;;
960;Défaut module de bus;error bus modul;
17344;Défaut interne;Internal fault;
961;Défaut interne;Internal fault;
17345;;;
962;Défaut interne;Internal fault;
17346;;;
963;Défaut interne;Internal fault;
17347;;;
964;Défaut interne;Internal fault;
17348;;;
965;Défaut interne;Internal fault;
17349;;;
966;Défaut interne;Internal fault;
17350;;;
967;Défaut interne;Internal fault;
17351;;;
1384;Défaut interne;Internal fault;
17768;;;
4352;Défaut module de boutons;error key modul;
20736;Défaut interne;Internal fault;
4353;Défaut interne;Internal fault;
20737;;;
4354;Défaut interne;Internal fault;
20738;;;
4355;Défaut interne;Internal fault;
20739;;;
4356;Défaut interne;Internal fault;
20740;;;
4357;Défaut interne;Internal fault;
20741;;;
4358;Défaut interne;Internal fault;
20742;;;
4359;Défaut interne;Internal fault;
20743;;;
4776;Défaut interne;Internal fault;
21160;;;
7784;Transmission de données impossible; @5W%t#Euchner-MGB_110026-20120119@;Data transmission impossible; @5W%t#Euchner-MGB_110026-20120119@;
24168;Aide : transmission de données impossible; @5W%t#Euchner-MGB_110026-20120119@;Help: Data transmission impossible; @5W%t#Euchner-MGB_110026-20120119@;
9480;Pas de connexion physique au port;No physical connection on port;
25864;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
9481;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
25865;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
9482;Erreur à la vérification des données de câble;Error during cable data check;
25866;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
11176;Erreur partenaire; @5W%t#Euchner-MGB_110026-20120119@;Remote mismatch; @5W%t#Euchner-MGB_110026-20120119@;
27560;Aide : erreur partenaire; @5W%t#Euchner-MGB_110026-20120119@;Help: Remote mismatch; @5W%t#Euchner-MGB_110026-20120119@;
12872;Partenaire incorrect;Wrong partner;
29256;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
12873;Port partenaire incorrect;Wrong partner port;
29257;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
12874;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
29258;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
12875;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
29259;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
12876;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
29260;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
12877;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
29261;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
12878;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
29262;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
12879;Différence à la détermination de longueur de câble;Difference in cable length measurement;
29263;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
13296;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
29680;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
14568;Erreur de redondance de supports de transmission; @5W%t#Euchner-MGB_110026-20120119@;Media redundancy mismatch; @5W%t#Euchner-MGB_110026-20120119@;
30952;Aide : erreur de redondance de supports de transmission; @5W%t#Euchner-MGB_110026-20120119@;Help: Media redundancy mismatch; @5W%t#Euchner-MGB_110026-20120119@;
16264;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
32648;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
16265;Anneau ouvert;Ring opened;
32649;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
16266;Redondance RT plus garantie;RT redundancy not effective;
32650;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
16267;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
32651;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
1648;Perte de synchronisation; @5W%t#Euchner-MGB_110026-20120119@;Sync mismatch; @5W%t#Euchner-MGB_110026-20120119@;
18032;Aide : perte de synchronisation; @5W%t#Euchner-MGB_110026-20120119@;Help: Sync mismatch; @5W%t#Euchner-MGB_110026-20120119@;
3344;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
19728;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
3347;Station non synchrone;Station not synchronized;
19731;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
5040;Erreur de synchronisme d'horloge; @5W%t#Euchner-MGB_110026-20120119@;Isochronous mode mismatch; @5W%t#Euchner-MGB_110026-20120119@;
21424;Aide : erreur de synchronisme d'horloge; @5W%t#Euchner-MGB_110026-20120119@;Help: Isochronous mode mismatch; @5W%t#Euchner-MGB_110026-20120119@;
8432;Erreur Multicast CR; @5W%t#Euchner-MGB_110026-20120119@;Multicast CR mismatch; @5W%t#Euchner-MGB_110026-20120119@;
24816;Aide : Erreur CR Multicast; @5W%t#Euchner-MGB_110026-20120119@;Help: Multicast CR mismatch; @5W%t#Euchner-MGB_110026-20120119@;
11824;réservé; @5W%t#Euchner-MGB_110026-20120119@;Reserved; @5W%t#Euchner-MGB_110026-20120119@;
28208;Aide : réservée; @5W%t#Euchner-MGB_110026-20120119@;Help: Reserved; @5W%t#Euchner-MGB_110026-20120119@;
15216;Erreur fibre optique; @5W%t#Euchner-MGB_110026-20120119@;Fiber optics mismatch; @5W%t#Euchner-MGB_110026-20120119@;
31600;Aide : erreur fibre optique; @5W%t#Euchner-MGB_110026-20120119@;Help: Fiber optics mismatch; @5W%t#Euchner-MGB_110026-20120119@;
600;Réserve système FO critique;FO link power margin critical;
16984;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
2296;Erreur de fonctionnement du composant réseau; @5W%t#Euchner-MGB_110026-20120119@;Network component function mismatch; @5W%t#Euchner-MGB_110026-20120119@;
18680;Aide : erreur de fonctionnement du composant réseau; @5W%t#Euchner-MGB_110026-20120119@;Help: Network component function mismatch; @5W%t#Euchner-MGB_110026-20120119@;
3992;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
20376;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
5688;Erreur d'horloge; @5W%t#Euchner-MGB_110026-20120119@;Time mismatch; @5W%t#Euchner-MGB_110026-20120119@;
22072;Aide : erreur de temporisation; @5W%t#Euchner-MGB_110026-20120119@;Help: Time mismatch; @5W%t#Euchner-MGB_110026-20120119@;
4640;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
21024;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
4641;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
21025;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
4642;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
21026;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
12816;;;
29200;;;
16208;Court-circuit;Short circuit;
32592;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
3288;Sous-tension;Low voltage;
19672;Contrôlez l'alimentation en tension.;Verify the power supply.;
6680;Surtension;Overvoltage;
23064;Contrôlez l'alimentation en tension.;Verify the power supply.;
10072;Surcharge;Overload;
26456;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
13464;Surchauffe;Overtemperature;
29848;Contrôlez les caractéristiques techniques des composants liés.;Check the technical specifications of the connected components.;
544;Rupture de fil;Wire break;
16928;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines.;
3936;Limite supérieure dépassée;High limit exceeded;
20320;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
7328;Limite inférieure sous-dépassée;Low limit exceeded;
23712;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Check the technical specifications of the  connected components and the configuration.;
10720;Erreur;Error;
27104;;;
14112;Simulation active;Simulation active;
30496;;;
1192;réservé;Reserved;
17576;;;
4584;réservé;Reserved;
20968;;;
7976;réservé;Reserved;
24360;;;
11368;réservé;Reserved;
27752;;;
14760;Paramètre manquant;Parameter missing;
31144;;;
1840;Erreur de paramétrage;Parameter assignment error;
18224;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;
5232;Absence de tension capteur ou de charge;Power supply fault;
21616;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;Cause: No power supply. Remedy: Check wiring or turn on power supply.;
8624;Fusible defectueux;Fuse blown / open;
25008;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;
12016;Emplacement non accessible;Slot cannot be addressed;
28400;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Cause: Communication error with various possible causes. Remedy: Depends on cause.;
15408;Défaut à la masse;Ground fault;
31792;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;
2488;Erreur de voie de référence;Reference point list;
18872;Cause : erreur de voie de référence. Solution : voir le manuel.;Cause: Error on reference channel. Remedy: See manual.;
5880;Alarme de processus perdue;Process event lost / sampling error;
22264;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;
9272;Avertissement actionneur;Threshold warning;
25656;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;
12664;Coupure actionneur;Output disabled;
29048;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;
16056;Arrêt de sécurité;Safety event;
32440;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;Cause: Error detected on channel. Remedy: Check channel and correct problem..;
3136;Défaut externe;External fault;
19520;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;
6528;Défaut non spécifié;Unidentified error;
