//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
3707;Défaut interne;Internal fault;
20091;;;
3708;Version de logiciel erronée;Wrong software version;
20092;;;
3709;Défaut interne;Internal fault;
20093;;;
3710;Défaut interne;Internal fault;
20094;;;
3711;Défaut interne;Internal fault;
20095;;;
4128;Défaut interne;Internal fault;
20512;;;
7096;Défaut interne;Internal fault;
23480;Défaut interne;Internal fault;
7097;Défaut interne;Internal fault;
23481;;;
7098;Défaut interne;Internal fault;
23482;;;
7099;Défaut interne;Internal fault;
23483;;;
7100;Défaut interne;Internal fault;
23484;;;
7101;Défaut interne;Internal fault;
23485;;;
7102;Défaut interne;Internal fault;
23486;;;
7103;Défaut interne;Internal fault;
23487;;;
7520;Défaut interne;Internal fault;
23904;;;
10488;Défaut interne;Internal fault;
26872;Défaut interne;Internal fault;
10489;Défaut interne;Internal fault;
26873;;;
10490;Défaut interne;Internal fault;
26874;;;
10491;Défaut interne;Internal fault;
26875;;;
10492;Défaut interne;Internal fault;
26876;;;
10493;Défaut interne;Internal fault;
26877;;;
10494;Défaut interne;Internal fault;
26878;;;
10495;Défaut interne;Internal fault;
26879;;;
10912;Défaut interne;Internal fault;
27296;;;
13880;Défaut interne;Internal fault;
30264;Défaut interne;Internal fault;
13881;Défaut interne;Internal fault;
30265;;;
13882;Défaut interne;Internal fault;
30266;;;
13883;Défaut interne;Internal fault;
30267;;;
13884;Défaut interne;Internal fault;
30268;;;
13885;Défaut interne;Internal fault;
30269;;;
13886;Défaut interne;Internal fault;
30270;;;
13887;Défaut interne;Internal fault;
30271;;;
14304;Défaut interne;Internal fault;
30688;;;
960;Défaut module de bus;error bus modul;
17344;Défaut interne;Internal fault;
961;Défaut interne;Internal fault;
17345;;;
962;Défaut interne;Internal fault;
17346;;;
963;Défaut interne;Internal fault;
17347;;;
964;Défaut interne;Internal fault;
17348;;;
965;Défaut interne;Internal fault;
17349;;;
966;Défaut interne;Internal fault;
17350;;;
967;Défaut interne;Internal fault;
17351;;;
1384;Défaut interne;Internal fault;
17768;;;
4352;Défaut module de boutons;error key modul;
20736;Défaut interne;Internal fault;
4353;Défaut interne;Internal fault;
20737;;;
4354;Défaut interne;Internal fault;
20738;;;
4355;Défaut interne;Internal fault;
20739;;;
4356;Défaut interne;Internal fault;
20740;;;
4357;Défaut interne;Internal fault;
20741;;;
4358;Défaut interne;Internal fault;
20742;;;
4359;Défaut interne;Internal fault;
20743;;;
4776;Défaut interne;Internal fault;
21160;;;
7784;Transmission de données impossible; @5W%t#Euchner-MGB_110026-20120119@;Data transmission impossible; @5W%t#Euchner-MGB_110026-20120119@;
24168;Aide : transmission de données impossibl;Help: Data transmission impossible; @5W%;
9480;Pas de connexion physique au port;No physical connection on port;
25864;Une surveillance de port a été configuré;Port monitoring was configured, there is;
9481;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
25865;"Support de transmission / Duplex" a été;"Transfer medium / duplex" was configure;
9482;Erreur à la vérification des données de câble;Error during cable data check;
25866;Causes possibles :
 - La longueur de câb;Possible causes:
 - The discovered cable;
11176;Erreur partenaire; @5W%t#Euchner-MGB_110026-20120119@;Remote mismatch; @5W%t#Euchner-MGB_110026-20120119@;
27560;Aide : erreur partenaire; @5W%t#Euchner-;Help: Remote mismatch; @5W%t#Euchner-MGB;
12872;Partenaire incorrect;Wrong partner;
29256;Une connexion de port a été configurée, ;A port interconnection was configured bu;
12873;Port partenaire incorrect;Wrong partner port;
29257;Une connexion de port a été configurée, ;A port interconnection was configured bu;
12874;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
29258;Causes possibles :
 - Autres erreurs de ;Possible causes:
 - Other communications;
12875;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
29259;"Support de transmission/Duplex" a été c;"Transmission medium/duplex" was configu;
12876;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
29260;Domaine MRP configuré ; la sélection loc;MRP domain was configured; the local set;
12877;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
29261;Une connexion de port a été configurée, ;A port interconnection was configured bu;
12878;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
29262;L'attribut MRRT  a été configuré; les op;The MRRT feature was configured; the loc;
12879;Différence à la détermination de longueur de câble;Difference in cable length measurement;
29263;"Support de transmission / Duplex" a été;"Transmission medium / Duplex" was confi;
13296;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
29680;Deux domaines Sync de même nom ont été c;Two sync domains with the same name were;
14568;Erreur de redondance de supports de transmission; @5W%t#Euchner-MGB_110026-20120119@;Media redundancy mismatch; @5W%t#Euchner-MGB_110026-20120119@;
30952;Aide : erreur de redondance de supports ;Help: Media redundancy mismatch; @5W%t#E;
16264;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
32648;Signifie que le gestionnaire de redondan;Indicates that the configured redundancy;
16265;Anneau ouvert;Ring opened;
32649;Indique que l'anneau est interrompu unil;Indicates that the ring has been interru;
16266;Redondance RT plus garantie;RT redundancy not effective;
32650;Indique que l'anneau n'est pas fermé pou;Indicates that the ring is not closed fo;
16267;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
32651;Indique que plusieurs appareils assument;Indicates that more than one device in t;
1648;Perte de synchronisation; @5W%t#Euchner-MGB_110026-20120119@;Sync mismatch; @5W%t#Euchner-MGB_110026-20120119@;
18032;Aide : perte de synchronisation; @5W%t#E;Help: Sync mismatch; @5W%t#Euchner-MGB_1;
3344;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
19728;La station est un esclave Sync et n'est ;The station is a sync slave and it is no;
3347;Station non synchrone;Station not synchronized;
19731;La synchronisation se trouve hors de la ;Synchronization is outside the range of ;
5040;Erreur de synchronisme d'horloge; @5W%t#Euchner-MGB_110026-20120119@;Isochronous mode mismatch; @5W%t#Euchner-MGB_110026-20120119@;
21424;Aide : erreur de synchronisme d'horloge;;Help: Isochronous mode mismatch; @5W%t#E;
8432;Erreur Multicast CR; @5W%t#Euchner-MGB_110026-20120119@;Multicast CR mismatch; @5W%t#Euchner-MGB_110026-20120119@;
24816;Aide : Erreur CR Multicast; @5W%t#Euchne;Help: Multicast CR mismatch; @5W%t#Euchn;
11824;réservé; @5W%t#Euchner-MGB_110026-20120119@;Reserved; @5W%t#Euchner-MGB_110026-20120119@;
28208;Aide : réservée; @5W%t#Euchner-MGB_11002;Help: Reserved; @5W%t#Euchner-MGB_110026;
15216;Erreur fibre optique; @5W%t#Euchner-MGB_110026-20120119@;Fiber optics mismatch; @5W%t#Euchner-MGB_110026-20120119@;
31600;Aide : erreur fibre optique; @5W%t#Euchn;Help: Fiber optics mismatch; @5W%t#Euchn;
600;Réserve système FO critique;FO link power margin critical;
16984;La réserve système FO se trouve en -dess;The FO link power margin is below the @2;
2296;Erreur de fonctionnement du composant réseau; @5W%t#Euchner-MGB_110026-20120119@;Network component function mismatch; @5W%t#Euchner-MGB_110026-20120119@;
18680;Aide : erreur de fonctionnement du compo;Help: Network component function mismatc;
3992;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
20376;@2D%1d@ paquets de données au minimum on;At least @2D%1d@ data packets were disca;
5688;Erreur d'horloge; @5W%t#Euchner-MGB_110026-20120119@;Time mismatch; @5W%t#Euchner-MGB_110026-20120119@;
22072;Aide : erreur de temporisation; @5W%t#Eu;Help: Time mismatch; @5W%t#Euchner-MGB_1;
4640;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
21024;Un autre routeur par défaut a été config;A standard gateway has been configured f;
4641;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
21025;Un NameOfStation a déjà été configuré /a;A NameOfStation which is identical to th;
4642;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
21026;Une adresse IP a déjà été configurée/att;An IP address which is in the same subne;
12816;;;
29200;;;
16208;Court-circuit;Short circuit;
32592;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
3288;Sous-tension;Low voltage;
19672;Contrôlez l'alimentation en tension.;Verify the power supply.;
6680;Surtension;Overvoltage;
23064;Contrôlez l'alimentation en tension.;Verify the power supply.;
10072;Surcharge;Overload;
26456;Contrôlez les caractéristiques technique;Check the technical specifications of th;
13464;Surchauffe;Overtemperature;
29848;Contrôlez les caractéristiques technique;Check the technical specifications of th;
544;Rupture de fil;Wire break;
16928;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
3936;Limite supérieure dépassée;High limit exceeded;
20320;Contrôlez les caractéristiques technique;Check the technical specifications of th;
7328;Limite inférieure sous-dépassée;Low limit exceeded;
23712;Contrôlez les caractéristiques technique;Check the technical specifications of th;
10720;Erreur;Error;
27104;;;
14112;Simulation active;Simulation active;
30496;;;
1192;réservé;Reserved;
17576;;;
4584;réservé;Reserved;
20968;;;
7976;réservé;Reserved;
24360;;;
11368;réservé;Reserved;
27752;;;
14760;Paramètre manquant;Parameter missing;
31144;;;
1840;Erreur de paramétrage;Parameter assignment error;
18224;Cause : paramètres de module incorrects.;Cause: Bad module parameter. Remedy: Che;
5232;Absence de tension capteur ou de charge;Power supply fault;
21616;Cause : absence de tension d'alimentatio;Cause: No power supply. Remedy: Check wi;
8624;Fusible defectueux;Fuse blown / open;
25008;Cause : surcharge. Solution : supprimez ;Cause: Overload. Remedy: Remove cause of;
12016;Emplacement non accessible;Slot cannot be addressed;
28400;Cause : erreur de communication à cause ;Cause: Communication error with various ;
15408;Défaut à la masse;Ground fault;
31792;Cause : dépassement de la tension mode c;Cause: Common mode voltage exceeded or M;
2488;Erreur de voie de référence;Reference point list;
18872;Cause : erreur de voie de référence. Sol;Cause: Error on reference channel. Remed;
5880;Alarme de processus perdue;Process event lost / sampling error;
22264;Cause : alarme de processus. Solution : ;Cause: Hardware interrupt. Remedy: Chang;
9272;Avertissement actionneur;Threshold warning;
25656;Cause : actionneur signale un dépassemen;Cause: Actuator signaling a limit value ;
12664;Coupure actionneur;Output disabled;
29048;Cause : problème d'actionneur détecté. S;Cause: Problem detected on actuator. Rem;
16056;Arrêt de sécurité;Safety event;
32440;Cause : erreur de voie détectée. Solutio;Cause: Error detected on channel. Remedy;
3136;Défaut externe;External fault;
19520;Cause : Erreur de capteur/actionneur dét;Cause: Problem detected on sensor/actuat;
6528;Défaut non spécifié;Unidentified error;
22912;Cause : ne peut être spécifiée. Solution;Cause: Cannot be specified in greater de;
9920;réservé;Reserved;
26304;;;
13312;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
29696;;;
392;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
16776;;;
3784;Erreur temporaire;Temporary error;
20168;;;
320;Transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;
16704;Aide : transmission de données impossibl;Help: Data transmission impossible; @5W%;
2016;Pas de connexion physique au port;No physical connection on port;
18400;Une surveillance de port a été configuré;Port monitoring was configured, there is;
2017;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
18401;"Support de transmission / Duplex" a été;"Transfer medium / duplex" was configure;
2018;Erreur à la vérification des données de câble;Error during cable data check;
18402;Causes possibles :
 - La longueur de câb;Possible causes:
 - The discovered cable;
3712;Erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20110809@;Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
20096;Aide : erreur partenaire; @5W%t#ML-V2.25;Help: Remote mismatch; @5W%t#ML-V2.25-Fe;
5408;Partenaire incorrect;Wrong partner;
21792;Une connexion de port a été configurée, ;A port interconnection was configured bu;
5409;Port partenaire incorrect;Wrong partner port;
21793;Une connexion de port a été configurée, ;A port interconnection was configured bu;
5410;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
21794;Causes possibles :
 - Autres erreurs de ;Possible causes:
 - Other communications;
5411;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
21795;"Support de transmission/Duplex" a été c;"Transmission medium/duplex" was configu;
5412;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
21796;Domaine MRP configuré ; la sélection loc;MRP domain was configured; the local set;
5413;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
21797;Une connexion de port a été configurée, ;A port interconnection was configured bu;
5414;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
21798;L'attribut MRRT  a été configuré; les op;The MRRT feature was configured; the loc;
5415;Différence à la détermination de longueur de câble;Difference in cable length measurement;
21799;"Support de transmission / Duplex" a été;"Transmission medium / Duplex" was confi;
5832;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
22216;Deux domaines Sync de même nom ont été c;Two sync domains with the same name were;
7104;Erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20110809@;Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
23488;Aide : erreur de redondance de supports ;Help: Media redundancy mismatch; @5W%t#M;
8800;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
25184;Signifie que le gestionnaire de redondan;Indicates that the configured redundancy;
8801;Anneau ouvert;Ring opened;
25185;Indique que l'anneau est interrompu unil;Indicates that the ring has been interru;
8802;Redondance RT plus garantie;RT redundancy not effective;
25186;Indique que l'anneau n'est pas fermé pou;Indicates that the ring is not closed fo;
8803;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
25187;Indique que plusieurs appareils assument;Indicates that more than one device in t;
10496;Perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20110809@;Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
26880;Aide : perte de synchronisation; @5W%t#M;Help: Sync mismatch; @5W%t#ML-V2.25-Fest;
12192;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
28576;La station est un esclave Sync et n'est ;The station is a sync slave and it is no;
12195;Station non synchrone;Station not synchronized;
28579;La synchronisation se trouve hors de la ;Synchronization is outside the range of ;
13888;Erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
30272;Aide : erreur de synchronisme d'horloge;;Help: Isochronous mode mismatch; @5W%t#M;
968;Erreur Multicast CR; @5W%t#ML-V2.25-Festo-CPX-20110809@;Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
17352;Aide : Erreur CR Multicast; @5W%t#ML-V2.;Help: Multicast CR mismatch; @5W%t#ML-V2;
4360;réservé; @5W%t#ML-V2.25-Festo-CPX-20110809@;Reserved; @5W%t#ML-V2.25-Festo-CPX-20110809@;
20744;Aide : réservée; @5W%t#ML-V2.25-Festo-CP;Help: Reserved; @5W%t#ML-V2.25-Festo-CPX;
7752;Erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20110809@;Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
24136;Aide : erreur fibre optique; @5W%t#ML-V2;Help: Fiber optics mismatch; @5W%t#ML-V2;
9448;Réserve système FO critique;FO link power margin critical;
25832;La réserve système FO se trouve en -dess;The FO link power margin is below the @2;
11144;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20110809@;Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
27528;Aide : erreur de fonctionnement du compo;Help: Network component function mismatc;
12840;Paquets de données rejetés pour surcharge;Data packets discarded due to overload;
29224;@2D%1d@ paquets de données au minimum on;At least @2D%1d@ data packets were disca;
14536;Erreur d'horloge; @5W%t#ML-V2.25-Festo-CPX-20110809@;Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
30920;Aide : erreur de temporisation; @5W%t#ML;Help: Time mismatch; @5W%t#ML-V2.25-Fest;
13488;Configuration incohérente/Spécification du routeur par défaut;Inconsistent configuration / specification of the standard gateway;
29872;Un autre routeur par défaut a été config;A standard gateway has been configured f;
13489;Configuration incohérente/Spécification du NameOfStation;Inconsistent configuration/specification of the NameOfStation;
29873;Un NameOfStation a déjà été configuré /a;A NameOfStation which is identical to th;
13490;Configuration incohérente/Spécification de l'adresse IP;Inconsistent configuration/specification of the IP address;
29874;Une adresse IP a déjà été configurée/att;An IP address which is in the same subne;
12264;No error;No error;
28648;Help;Help;
12266;General diagnosis;General diagnosis;
28650;Help;Help;
12268;Short circuit;Short circuit;
28652;Help;Help;
12270;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
28654;Help;Help;
12688;Short circuit in actuator supply;Short circuit in actuator supply;
29072;Help;Help;
12690;Undervoltage in power supply;Undervoltage in power supply;
29074;Help;Help;
12692;Unknown CBUS error (6);Unknown CBUS error (6);
29076;Help;Help;
12694;Unknown CBUS error (7);Unknown CBUS error (7);
29078;Help;Help;
13112;Unknown CBUS error (8);Unknown CBUS error (8);
29496;Help;Help;
13114;Lower limit exceeded;Lower limit exceeded;
29498;Help;Help;
13116;Upper limit exceeded;Upper limit exceeded;
29500;Help;Help;
13118;Short circuit valve;Short circuit valve;
29502;Help;Help;
13536;Pilot valve function warning;Pilot valve function warning;
29920;Help;Help;
13538;Wire fracture (open load);Wire fracture (open load);
29922;Help;Help;
13540;Condition counter exceeded;Condition counter exceeded;
29924;Help;Help;
13542;Module/channel failure;Module/channel failure;
29926;Help;Help;
13960;Module code incorrect;Module code incorrect;
30344;Help;Help;
13962;I/O length incorrect;I/O length incorrect;
30346;Help;Help;
13964;Address range exceeded;Address range exceeded;
30348;Help;Help;
13966;Life cycle exceeded;Life cycle exceeded;
30350;Help;Help;
14384;Fault in parametrizing signal range;Fault in parametrizing signal range;
30768;Help;Help;
14386;Fault in parametrizing data format;Fault in parametrizing data format;
30770;Help;Help;
14388;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
30772;Help;Help;
14390;Fault in filter meas.value;Fault in filter meas.value;
30774;Help;Help;
14808;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
31192;Help;Help;
14810;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
31194;Help;Help;
14812;Fault in actuator supply;Fault in actuator supply;
31196;Help;Help;
14814;Wrong device type mounted;Wrong device type mounted;
31198;Help;Help;
15232;Alarm value reached;Alarm value reached;
31616;Help;Help;
15234;Fault in parametrizing;Fault in parametrizing;
31618;Help;Help;
15236;No new output data (slave);No new output data (slave);
31620;Help;Help;
15238;No bus connection (slave);No bus connection (slave);
31622;Help;Help;
15656;No STI read access (slave);No STI read access (slave);
32040;Help;Help;
15658;No parameter access (slave);No parameter access (slave);
32042;Help;Help;
15660;CP module lost / fault;CP module lost / fault;
32044;Help;Help;
15662;CP configuration failure;CP configuration failure;
32046;Help;Help;
16080;Short circuit CP-line;Short circuit CP-line;
32464;Help;Help;
16082;Fault in controlling;Fault in controlling;
32466;Help;Help;
16084;Missing valve;Missing valve;
32468;Help;Help;
16086;Maintanance required;Maintanance required;
32470;Help;Help;
192;Life Guard;Life Guard;
16576;Help;Help;
194;Heart Beat;Heart Beat;
16578;Help;Help;
196;Com Cycle Period (Sync);Com Cycle Period (Sync);
16580;Help;Help;
198;CAN Overrun (Objects lost);CAN Overrun (Objects lost);
16582;Help;Help;
616;Invalid PDO received;Invalid PDO received;
17000;Help;Help;
618;CAN WarnLimit reached;CAN WarnLimit reached;
17002;Help;Help;
620;CAN recovered from BusOff;CAN recovered from BusOff;
17004;Help;Help;
622;Bus Power lost;Bus Power lost;
17006;Help;Help;
1040;Fault in Calibration;Fault in Calibration;
17424;Help;Help;
1042;Lower drop out signal;Lower drop out signal;
17426;Help;Help;
1044;Upper drop out signal;Upper drop out signal;
17428;Help;Help;
1046;Sensor limit exceeded;Sensor limit exceeded;
17430;Help;Help;
1464;Short circuit cold junction comp.;Short circuit cold junction comp.;
17848;Help;Help;
1466;Open load cold junction comp.;Open load cold junction comp.;
17850;Help;Help;
1468;Calibration data incorrect;Calibration data incorrect;
17852;Help;Help;
1470;Invalid process value;Invalid process value;
17854;Help;Help;
1888;Short circuit I-Port;Short circuit I-Port;
18272;Help;Help;
1890;Device missing / failure;Device missing / failure;
18274;Help;Help;
1892;I-Port configuration error;I-Port configuration error;
18276;Help;Help;
1894;Input overload;Input overload;
18278;Help;Help;
2312;Signal underflow/overflow;Signal underflow/overflow;
18696;Help;Help;
2314;Overvoltage in power supply;Overvoltage in power supply;
18698;Help;Help;
2736;Number of Modules incorrect;Number of Modules incorrect;
19120;Help;Help;
2738;F_Dest_Add mismatch;F_Dest_Add mismatch;
19122;Help;Help;
2740;F-Communication fault;F-Communication fault;
19124;Help;Help;
2742;F-Communication timeout;F-Communication timeout;
19126;Help;Help;
3160;Leakage current;Leakage current;
19544;Help;Help;
3162;F-Parameter fault;F-Parameter fault;
19546;Help;Help;
3164;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
19548;Help;Help;
3166;CC-L: Bus connection lost;CC-L: Bus connection lost;
19550;Help;Help;
4012;Value out of range;Value out of range;
20396;Help;Help;
4432;Function failure;Function failure;
20816;Help;Help;
6552;Configuration error;Configuration error;
22936;Help;Help;
6554;Execution error;Execution error;
22938;Help;Help;
6556;Record error;Record error;
22940;Help;Help;
6558;Control error;Control error;
22942;Help;Help;
6976;System error A;System error A;
23360;Help;Help;
6978;System error B;System error B;
23362;Help;Help;
6980;Error in valve;Error in valve;
23364;Help;Help;
6982;Controller error;Controller error;
23366;Help;Help;
7400;Encoder error;Encoder error;
23784;Help;Help;
7402;Error motor or power stage;Error motor or power stage;
23786;Help;Help;
7830;Subsystem module/channel failure;Subsystem module/channel failure;
24214;Help;Help;
9520;Switch unit defective;Switch unit defective;
25904;Help;Help;
9522;CBUS asic not ready;CBUS asic not ready;
25906;Help;Help;
9524;CPU Hardware Trap;CPU Hardware Trap;
25908;Help;Help;
9526;CBUS C-manager not ready;CBUS C-manager not ready;
25910;Help;Help;
9944;Watchdog overflow;Watchdog overflow;
26328;Help;Help;
9946;Remanent memory defective;Remanent memory defective;
26330;Help;Help;
9948;Flash system memory defective;Flash system memory defective;
26332;Help;Help;
9950;Number of mod.params.more than 64;Number of mod.params.more than 64;
26334;Help;Help;
10368;Slave not ready;Slave not ready;
26752;Help;Help;
10370;CBUS diagnostic telegram;CBUS diagnostic telegram;
26754;Help;Help;
10372;CBUS init fault (gap);CBUS init fault (gap);
26756;Help;Help;
10374;Order queue full;Order queue full;
26758;Help;Help;
10792;CBUS-EEPROM error;CBUS-EEPROM error;
27176;Help;Help;
10794;CBUS C-timeout error;CBUS C-timeout error;
27178;Help;Help;
10796;CBUS telegram fault;CBUS telegram fault;
27180;Help;Help;
10798;BIU access error;BIU access error;
27182;Help;Help;
11216;Licence error;Licence error;
27600;Help;Help;
11218;Built-in self test failed;Built-in self test failed;
27602;Help;Help;
11644;NETOS fatal error;NETOS fatal error;
28028;Help;Help;
840;Fault param.transfer module n;Fault param.transfer module n;
17224;Help;Help;
842;Invalid field bus address;Invalid field bus address;
17226;Help;Help;
844;Protokoll Asic not ready;Protokoll Asic not ready;
17228;Help;Help;
846;MMI serves CBUS module;MMI serves CBUS module;
17230;Help;Help;
1264;Invalid setting switch unit;Invalid setting switch unit;
17648;Help;Help;
1266;Module set to default values;Module set to default values;
17650;Help;Help;
6358;Unknown error (255);Unknown error (255);
22742;Help;Help;
11442;CPX critical system error;CPX critical system error;
27826;Help;Help;
5368;;;
21752;;;
8760;Court-circuit;Short circuit;
25144;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
12152;Sous-tension;Low voltage;
28536;Contrôlez l'alimentation en tension.;Verify the power supply.;
15544;Surtension;Overvoltage;
31928;Contrôlez l'alimentation en tension.;Verify the power supply.;
2624;Surcharge;Overload;
19008;Contrôlez les caractéristiques technique;Check the technical specifications of th;
6016;Surchauffe;Overtemperature;
22400;Contrôlez les caractéristiques technique;Check the technical specifications of th;
9408;Rupture de fil;Wire break;
25792;Contrôlez l'état des câbles de liaison.;Check the status of the connection lines;
12800;Limite supérieure dépassée;High limit exceeded;
29184;Contrôlez les caractéristiques technique;Check the technical specifications of th;
16192;Limite inférieure sous-dépassée;Low limit exceeded;
32576;Contrôlez les caractéristiques technique;Check the technical specifications of th;
3272;Erreur;Error;
19656;;;
6664;Simulation active;Simulation active;
23048;;;
10056;réservé;Reserved;
26440;;;
13448;réservé;Reserved;
29832;;;
528;réservé;Reserved;
16912;;;
3920;réservé;Reserved;
20304;;;
7312;Paramètre manquant;Parameter missing;
23696;;;
10704;Erreur de paramétrage;Parameter assignment error;
27088;Cause : paramètres de module incorrects.;Cause: Bad module parameter. Remedy: Che;
14096;Absence de tension capteur ou de charge;Power supply fault;
30480;Cause : absence de tension d'alimentatio;Cause: No power supply. Remedy: Check wi;
1176;Fusible defectueux;Fuse blown / open;
17560;Cause : surcharge. Solution : supprimez ;Cause: Overload. Remedy: Remove cause of;
4568;Emplacement non accessible;Slot cannot be addressed;
20952;Cause : erreur de communication à cause ;Cause: Communication error with various ;
7960;Défaut à la masse;Ground fault;
24344;Cause : dépassement de la tension mode c;Cause: Common mode voltage exceeded or M;
11352;Erreur de voie de référence;Reference point list;
27736;Cause : erreur de voie de référence. Sol;Cause: Error on reference channel. Remed;
14744;Alarme de processus perdue;Process event lost / sampling error;
31128;Cause : alarme de processus. Solution : ;Cause: Hardware interrupt. Remedy: Chang;
1824;Avertissement actionneur;Threshold warning;
18208;Cause : actionneur signale un dépassemen;Cause: Actuator signaling a limit value ;
5216;Coupure actionneur;Output disabled;
21600;Cause : problème d'actionneur détecté. S;Cause: Problem detected on actuator. Rem;
8608;Arrêt de sécurité;Safety event;
24992;Cause : erreur de voie détectée. Solutio;Cause: Error detected on channel. Remedy;
12000;Défaut externe;External fault;
28384;Cause : Erreur de capteur/actionneur dét;Cause: Problem detected on sensor/actuat;
15392;Défaut non spécifié;Unidentified error;
31776;Cause : ne peut être spécifiée. Solution;Cause: Cannot be specified in greater de;
2472;réservé;Reserved;
18856;;;
5864;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
22248;;;
9256;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
25640;;;
12648;Erreur temporaire;Temporary error;
29032;;;
9184;Transmission de données impossible; @5W%t#RF180C-20100329@;Data transmission impossible; @5W%t#RF180C-20100329@;
25568;Aide : transmission de données impossibl;Help: Data transmission impossible; @5W%;
10880;Pas de connexion physique au port;No physical connection on port;
27264;Une surveillance de port a été configuré;Port monitoring was configured, there is;
10881;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
27265;"Support de transmission / Duplex" a été;"Transfer medium / duplex" was configure;
10882;Erreur à la vérification des données de câble;Error during cable data check;
27266;Causes possibles :
 - La longueur de câb;Possible causes:
 - The discovered cable;
12576;Erreur partenaire; @5W%t#RF180C-20100329@;Remote mismatch; @5W%t#RF180C-20100329@;
28960;Aide : erreur partenaire; @5W%t#RF180C-2;Help: Remote mismatch; @5W%t#RF180C-2010;
14272;Partenaire incorrect;Wrong partner;
30656;Une connexion de port a été configurée, ;A port interconnection was configured bu;
14273;Port partenaire incorrect;Wrong partner port;
30657;Une connexion de port a été configurée, ;A port interconnection was configured bu;
14274;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
30658;Causes possibles :
 - Autres erreurs de ;Possible causes:
 - Other communications;
