"V01.00.000"
"$_Languages"
"10(1) Espagnol (traditionnel)";"12(1) Français (France)";"9(2) Anglais (Royaume-Uni)";"513(1) Key"
"Z1: C1 DEF. CARTA DE SEGURIDAD
*ODIL_ID:21120_311*
";"Z1: C1 DEF. CARTE DE SECURITE
*ODIL_ID:21120_311*
";"Z1: C1 DEF. CARTA DE SEGURIDAD
*ODIL_ID:21120_311*
";""
"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:20549_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:20549_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:20549_312*
";""
"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:20549_1001*
";"*******************************************************************************
**                         MONITORING / SUIVI                                **
*******************************************************************************
*ODIL_ID:20549_1001*
";"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:20549_1001*
";""
"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:20549_1026*
";"SUIVI: CONTROLE DU TEMPS DE CYCLE ROBOT
*ODIL_ID:20549_1026*
";"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:20549_1026*
";""
"*******************************************************************************
**                       EXCHANGES STAGE C2                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C2                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C2                                 **
*******************************************************************************";""
"INTERBLOQUEO 1";"INTERVERROUILLAGE 1";"INTERBLOQUEO 1";""
"INTERBLOQUEO 2";"INTERVERROUILLAGE 2";"INTERBLOQUEO 2";""
"*******************************************************************************
**                       EXCHANGES STAGE C3                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C3                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C3                                 **
*******************************************************************************";""
"*******************************************************************************
**                       EXCHANGES STAGE C4                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C4                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C4                                 **
*******************************************************************************";""
"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:20549_1008*
";"*******************************************************************************
**                              CYCLES ROBOT                                 **
*******************************************************************************
*ODIL_ID:20549_1008*
";"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:20549_1008*
";""
"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:20549_1009*
";"INITIALISATION DU NUMERO DE CODE CYCLE
*ODIL_ID:20549_1009*
";"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:20549_1009*
";""
"AUX. CICLO PRINCIPAL
*ODIL_ID:20549_1010*
";"AUX. CYCLE PRINCIPAL
*ODIL_ID:20549_1010*
";"AUX. CICLO PRINCIPAL
*ODIL_ID:20549_1010*
";""
"CICLO ROBOT NUMERO 1
*ODIL_ID:33440_1011_1*
";"CYCLE ROBOT NUMERO 1
*ODIL_ID:33440_1011_1*
";"CICLO ROBOT NUMERO 1
*ODIL_ID:33440_1011_1*
";""
"CICLO ROBOT NUMERO 2
*ODIL_ID:33440_1011_1*
";"CYCLE ROBOT NUMERO 2
*ODIL_ID:33440_1011_1*
";"CICLO ROBOT NUMERO 2
*ODIL_ID:33440_1011_1*
";""
"CICLO ROBOT NUMERO 10
*ODIL_ID:33440_1011_1*
";"CYCLE ROBOT NUMERO 10
*ODIL_ID:33440_1011_1*
";"CICLO ROBOT NUMERO 10
*ODIL_ID:33440_1011_1*
";""
"CICLO ROBOT NUMERO 11
*ODIL_ID:33440_1011_1*
";"CYCLE ROBOT NUMERO 11
*ODIL_ID:33440_1011_1*
";"CICLO ROBOT NUMERO 11
*ODIL_ID:33440_1011_1*
";""
"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:20549_1014*
";"---------------------------- MAINTENANCE CYCLE  -------------------------------
*ODIL_ID:20549_1014*
";"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:20549_1014*
";""
"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:20549_1015*
";"DEMANDE DE RODAGE DISTANT (ROBOT SOUDURE)
*ODIL_ID:20549_1015*
";"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:20549_1015*
";""
"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:20549_1016*
";"DEMANDE DE CHANGEMENT D'ELECTRODE DISTANT (ROBOT SOUDURE)
*ODIL_ID:20549_1016*
";"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:20549_1016*
";""
"DEMANDA DE REPLI DISTANTE
*ODIL_ID:20549_1017*
";"DEMANDE DE REPLI DISTANT
*ODIL_ID:20549_1017*
";"DEMANDA DE REPLI DISTANTE
*ODIL_ID:20549_1017*
";""
"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:20549_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:20549_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:20549_1018*
";""
"MARCHA VACIO FILM O LOCAL
*ODIL_ID:20549_1019*
";"MARCHE DEVERMINAGE AU FILM OU LOCAL
*ODIL_ID:20549_1019*
";"MARCHA VACIO FILM O LOCAL
*ODIL_ID:20549_1019*
";""
"ROBOT C1
*ODIL_ID:20549_1020*
";"ROBOT C1
*ODIL_ID:20549_1020*
";"ROBOT C1
*ODIL_ID:20549_1020*
";""
"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:20549_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:20549_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:20549_1021*
";""
"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:20549_1022*
";"INITIALISATION EVENEMENTS ROBOTS
*ODIL_ID:20549_1022*
";"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:20549_1022*
";""
"EVENTOS ROBOT
*ODIL_ID:20549_1023*
";"EVENEMENTS ROBOT
*ODIL_ID:20549_1023*
";"EVENTOS ROBOT
*ODIL_ID:20549_1023*
";""
"EVENTOS ROBOT LIBRE
*ODIL_ID:20549_1023*
";"EVENEMENTS ROBOT LIBRE
*ODIL_ID:20549_1023*
";"EVENTOS ROBOT LIBRE
*ODIL_ID:20549_1023*
";""
"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:20549_1030*
";"*******************************************************************************
**                  RODAGE ET CHANGEMENT ELECTRODES                          **
*******************************************************************************
*ODIL_ID:20549_1030*
";"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:20549_1030*
";""
"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:20549_1031*
";"*******************************************************************************
**                              RODAGE  CENTRALISE                           **
*******************************************************************************
*ODIL_ID:20549_1031*
";"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:20549_1031*
";""
"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:20549_1032*
";"SUIVI: ALARME / DEMANDE CHANGEMENT DE FRAISE
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:20549_1032*
";"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:20549_1032*
";""
"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
*ODIL_ID:20549_1033*
";"SUIVI: ALARME / DEMANDE CHANGEMENT DE FRAISE
*ODIL_ID:20549_1033*
";"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
*ODIL_ID:20549_1033*
";""
"RAZ NUMERO DE FRESADO
*ODIL_ID:20549_1034*
";"RAZ NOMBRE DE RODAGE
*ODIL_ID:20549_1034*
";"RAZ NUMERO DE FRESADO
*ODIL_ID:20549_1034*
";""
"GESTION DEL FRESADO ROBOT POR EL AUTOMATA
*ODIL_ID:20549_1035*
";"GESTION DU RODAGE ROBOT PAR L'AUTOMATE
*ODIL_ID:20549_1035*
";"GESTION DEL FRESADO ROBOT POR EL AUTOMATA
*ODIL_ID:20549_1035*
";""
"*******************************************************************************
**                  CAMBIO ELECTRODOS CENTRALIZADO                         **
*******************************************************************************
*ODIL_ID:20549_1036*
";"*******************************************************************************
**                  CHANGEMENT ELECTRODES CENTRALISE                         **
*******************************************************************************
*ODIL_ID:20549_1036*
";"*******************************************************************************
**                  CAMBIO ELECTRODOS CENTRALIZADO                         **
*******************************************************************************
*ODIL_ID:20549_1036*
";""
"SEGUIMIENTO: ALARMA ANTES CAMBIO ELECTRODOS
*ODIL_ID:20549_1037*
";"SUIVI: ALARME AVANT CHANGEMENT ELECTRODES
*ODIL_ID:20549_1037*
";"SEGUIMIENTO: ALARMA ANTES CAMBIO ELECTRODOS
*ODIL_ID:20549_1037*
";""
"GESTION DEL CAMBIO DE ELECTRODOS POR EL AUTOMATA
*ODIL_ID:20549_1038*
";"GESTION DU CHANGEMENT ELECTRODES PAR L'AUTOMATE
*ODIL_ID:20549_1038*
";"GESTION DEL CAMBIO DE ELECTRODOS POR EL AUTOMATA
*ODIL_ID:20549_1038*
";""
"SEGUIMIENTO: DEMANDA CAMBIO ELECTRODOS
*ODIL_ID:20549_1039*
";"SUIVI: DEMANDE CHANGEMENT ELECTRODES
*ODIL_ID:20549_1039*
";"SEGUIMIENTO: DEMANDA CAMBIO ELECTRODOS
*ODIL_ID:20549_1039*
";""
"CONTROL CORTE SERVIDUMBRE DEL ROBOT
*ODIL_ID:20549_1040*
";"CONTROLE COUPURE ASSERVISSEMENT DU ROBOT
*ODIL_ID:20549_1040*
";"CONTROL CORTE SERVIDUMBRE DEL ROBOT
*ODIL_ID:20549_1040*
";""
"********************************************************************************
**                  DEMANDA DE CAMBIO DE ELECTRODOS LOCAL                  **
********************************************************************************
*ODIL_ID:20549_1041*
";"********************************************************************************
**                  DEMANDE DE CHANGEMENT D'ELECTRODES LOCAL                  **
********************************************************************************
*ODIL_ID:20549_1041*
";"********************************************************************************
**                  DEMANDA DE CAMBIO DE ELECTRODOS LOCAL                  **
********************************************************************************
*ODIL_ID:20549_1041*
";""
"DEMANDA LOCAL DE CAMBIO ELECTRODOS
*ODIL_ID:20549_1042*
";"DEMANDE LOCALE DE CHANGEMENT ELECTRODES
*ODIL_ID:20549_1042*
";"DEMANDA LOCAL DE CAMBIO ELECTRODOS
*ODIL_ID:20549_1042*
";""
"FIN DE CAMBIO ELECTRODOS (DEMANDA LOCAL)
*ODIL_ID:20549_1043*
";"FIN DE CHANGEMENT ELECTRODES (DEMANDE LOCALE)
*ODIL_ID:20549_1043*
";"FIN DE CAMBIO ELECTRODOS (DEMANDA LOCAL)
*ODIL_ID:20549_1043*
";""
"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:21631_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:21631_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:21631_309*
";""
"Z1: C2 DEF. CARTA DE SEGURIDAD
*ODIL_ID:22202_311*
";"Z1: C2 DEF. CARTE DE SECURITE
*ODIL_ID:22202_311*
";"Z1: C2 DEF. CARTA DE SEGURIDAD
*ODIL_ID:22202_311*
";""
"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:21631_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:21631_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:21631_312*
";""
"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:21631_1001*
";"*******************************************************************************
**                         MONITORING / SUIVI                                **
*******************************************************************************
*ODIL_ID:21631_1001*
";"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:21631_1001*
";""
"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:21631_1026*
";"SUIVI: CONTROLE DU TEMPS DE CYCLE ROBOT
*ODIL_ID:21631_1026*
";"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:21631_1026*
";""
"*******************************************************************************
**                       EXCHANGES STAGE C1                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C1                                 **
*******************************************************************************";"*******************************************************************************
**                       EXCHANGES STAGE C1                                 **
*******************************************************************************";""
"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:21631_1008*
";"*******************************************************************************
**                              CYCLES ROBOT                                 **
*******************************************************************************
*ODIL_ID:21631_1008*
";"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:21631_1008*
";""
"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:21631_1009*
";"INITIALISATION DU NUMERO DE CODE CYCLE
*ODIL_ID:21631_1009*
";"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:21631_1009*
";""
"AUX. CICLO PRINCIPAL
*ODIL_ID:21631_1010*
";"AUX. CYCLE PRINCIPAL
*ODIL_ID:21631_1010*
";"AUX. CICLO PRINCIPAL
*ODIL_ID:21631_1010*
";""
"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:21631_1014*
";"---------------------------- MAINTENANCE CYCLE  -------------------------------
*ODIL_ID:21631_1014*
";"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:21631_1014*
";""
"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:21631_1015*
";"DEMANDE DE RODAGE DISTANT (ROBOT SOUDURE)
*ODIL_ID:21631_1015*
";"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:21631_1015*
";""
"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:21631_1016*
";"DEMANDE DE CHANGEMENT D'ELECTRODE DISTANT (ROBOT SOUDURE)
*ODIL_ID:21631_1016*
";"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:21631_1016*
";""
"DEMANDA DE REPLI DISTANTE
*ODIL_ID:21631_1017*
";"DEMANDE DE REPLI DISTANT
*ODIL_ID:21631_1017*
";"DEMANDA DE REPLI DISTANTE
*ODIL_ID:21631_1017*
";""
"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:21631_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:21631_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:21631_1018*
";""
"MARCHA VACIO FILM O LOCAL
*ODIL_ID:21631_1019*
";"MARCHE DEVERMINAGE AU FILM OU LOCAL
*ODIL_ID:21631_1019*
";"MARCHA VACIO FILM O LOCAL
*ODIL_ID:21631_1019*
";""
"ROBOT C2
*ODIL_ID:21631_1020*
";"ROBOT C2
*ODIL_ID:21631_1020*
";"ROBOT C2
*ODIL_ID:21631_1020*
";""
"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:21631_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:21631_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:21631_1021*
";""
"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:21631_1022*
";"INITIALISATION EVENEMENTS ROBOTS
*ODIL_ID:21631_1022*
";"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:21631_1022*
";""
"EVENTOS ROBOT
*ODIL_ID:21631_1023*
";"EVENEMENTS ROBOT
*ODIL_ID:21631_1023*
";"EVENTOS ROBOT
*ODIL_ID:21631_1023*
";""
"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:21631_1030*
";"*******************************************************************************
**                  RODAGE ET CHANGEMENT ELECTRODES                          **
*******************************************************************************
*ODIL_ID:21631_1030*
";"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:21631_1030*
";""
"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:21631_1031*
";"*******************************************************************************
**                              RODAGE  CENTRALISE                           **
*******************************************************************************
*ODIL_ID:21631_1031*
";"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:21631_1031*
";""
"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:21631_1032*
";"SUIVI: ALARME / DEMANDE CHANGEMENT DE FRAISE
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:21631_1032*
";"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
(valeurs de seuil paramétrable sur page écran)
*ODIL_ID:21631_1032*
";""
"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
*ODIL_ID:21631_1033*
";"SUIVI: ALARME / DEMANDE CHANGEMENT DE FRAISE
*ODIL_ID:21631_1033*
";"SEGUIMIENTO: ALARMA / DEMANDA CAMBIO DE FRESA
*ODIL_ID:21631_1033*
";""
"RAZ NUMERO DE FRESADO
*ODIL_ID:21631_1034*
";"RAZ NOMBRE DE RODAGE
*ODIL_ID:21631_1034*
";"RAZ NUMERO DE FRESADO
*ODIL_ID:21631_1034*
";""
"GESTION DEL FRESADO ROBOT POR EL AUTOMATA
*ODIL_ID:21631_1035*
";"GESTION DU RODAGE ROBOT PAR L'AUTOMATE
*ODIL_ID:21631_1035*
";"GESTION DEL FRESADO ROBOT POR EL AUTOMATA
*ODIL_ID:21631_1035*
";""
"*******************************************************************************
**                  CAMBIO ELECTRODOS CENTRALIZADO                         **
*******************************************************************************
*ODIL_ID:21631_1036*
";"*******************************************************************************
**                  CHANGEMENT ELECTRODES CENTRALISE                         **
*******************************************************************************
*ODIL_ID:21631_1036*
";"*******************************************************************************
**                  CAMBIO ELECTRODOS CENTRALIZADO                         **
*******************************************************************************
*ODIL_ID:21631_1036*
";""
"SEGUIMIENTO: ALARMA ANTES CAMBIO ELECTRODOS
*ODIL_ID:21631_1037*
";"SUIVI: ALARME AVANT CHANGEMENT ELECTRODES
*ODIL_ID:21631_1037*
";"SEGUIMIENTO: ALARMA ANTES CAMBIO ELECTRODOS
*ODIL_ID:21631_1037*
";""
"GESTION DEL CAMBIO ELECTRODOS POR EL AUTOMATA
*ODIL_ID:21631_1038*
";"GESTION DU CHANGEMENT ELECTRODES PAR L'AUTOMATE
*ODIL_ID:21631_1038*
";"GESTION DEL CAMBIO ELECTRODOS POR EL AUTOMATA
*ODIL_ID:21631_1038*
";""
"SEGUIMIENTO: DEMANDA CAMBIO ELECTRODOS
*ODIL_ID:21631_1039*
";"SUIVI: DEMANDE CHANGEMENT ELECTRODES
*ODIL_ID:21631_1039*
";"SEGUIMIENTO: DEMANDA CAMBIO ELECTRODOS
*ODIL_ID:21631_1039*
";""
"CONTROL CORTE SERVIDUMBRE DEL ROBOT
*ODIL_ID:21631_1040*
";"CONTROLE COUPURE ASSERVISSEMENT DU ROBOT
*ODIL_ID:21631_1040*
";"CONTROL CORTE SERVIDUMBRE DEL ROBOT
*ODIL_ID:21631_1040*
";""
"********************************************************************************
**                  DEMANDA DE CAMBIO DE ELECTRODOS LOCAL                  **
********************************************************************************
*ODIL_ID:21631_1041*
";"********************************************************************************
**                  DEMANDE DE CHANGEMENT D'ELECTRODES LOCAL                  **
********************************************************************************
*ODIL_ID:21631_1041*
";"********************************************************************************
**                  DEMANDA DE CAMBIO DE ELECTRODOS LOCAL                  **
********************************************************************************
*ODIL_ID:21631_1041*
";""
"DEMANDA LOCAL DE CAMBIO ELECTRODOS
*ODIL_ID:21631_1042*
";"DEMANDE LOCALE DE CHANGEMENT ELECTRODES
*ODIL_ID:21631_1042*
";"DEMANDA LOCAL DE CAMBIO ELECTRODOS
*ODIL_ID:21631_1042*
";""
"FIN DE CAMBIO ELECTRODOS (DEMANDA LOCAL)
*ODIL_ID:21631_1043*
";"FIN DE CHANGEMENT ELECTRODES (DEMANDE LOCALE)
*ODIL_ID:21631_1043*
";"FIN DE CAMBIO ELECTRODOS (DEMANDA LOCAL)
*ODIL_ID:21631_1043*
";""
"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:22713_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:22713_309*
";"*******************************************************************************
**                              HARDWARE HMI                                 **
*******************************************************************************
*ODIL_ID:22713_309*
";""
"Z1: C3 DEF. CARTA DE SEGURIDAD
*ODIL_ID:23284_311*
";"Z1: C3 DEF. CARTE DE SECURITE
*ODIL_ID:23284_311*
";"Z1: C3 DEF. CARTA DE SEGURIDAD
*ODIL_ID:23284_311*
";""
"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:22713_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:22713_312*
";"*******************************************************************************
**                           SAFETY PROGRAM HMI                              **
*******************************************************************************
*ODIL_ID:22713_312*
";""
"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:22713_1001*
";"*******************************************************************************
**                         MONITORING / SUIVI                                **
*******************************************************************************
*ODIL_ID:22713_1001*
";"*******************************************************************************
**                         MONITORING / SEGUIMIENTO                                **
*******************************************************************************
*ODIL_ID:22713_1001*
";""
"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:22713_1026*
";"SUIVI: CONTROLE DU TEMPS DE CYCLE ROBOT
*ODIL_ID:22713_1026*
";"SEGUIMIENTO: CONTROL DEL TIEMPO DE CICLO ROBOT
*ODIL_ID:22713_1026*
";""
"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:22713_1008*
";"*******************************************************************************
**                              CYCLES ROBOT                                 **
*******************************************************************************
*ODIL_ID:22713_1008*
";"*******************************************************************************
**                              CICLOS ROBOT                                 **
*******************************************************************************
*ODIL_ID:22713_1008*
";""
"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:22713_1009*
";"INITIALISATION DU NUMERO DE CODE CYCLE
*ODIL_ID:22713_1009*
";"INICIALIZACION DEL NUMERO DE CODIGO CICLO
*ODIL_ID:22713_1009*
";""
"AUX. CICLO PRINCIPAL
*ODIL_ID:22713_1010*
";"AUX. CYCLE PRINCIPAL
*ODIL_ID:22713_1010*
";"AUX. CICLO PRINCIPAL
*ODIL_ID:22713_1010*
";""
"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:22713_1014*
";"---------------------------- MAINTENANCE CYCLE  -------------------------------
*ODIL_ID:22713_1014*
";"---------------------------- MANTENIMIENTO CICLO  -------------------------------
*ODIL_ID:22713_1014*
";""
"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:22713_1015*
";"DEMANDE DE RODAGE DISTANT (ROBOT SOUDURE)
*ODIL_ID:22713_1015*
";"DEMANDA DE FRESADO DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:22713_1015*
";""
"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:22713_1016*
";"DEMANDE DE CHANGEMENT D'ELECTRODE DISTANT (ROBOT SOUDURE)
*ODIL_ID:22713_1016*
";"DEMANDA DE CAMBIO DE ELECTRODOS DISTANTE (ROBOT SOLDADURA)
*ODIL_ID:22713_1016*
";""
"DEMANDA DE REPLI DISTANTE
*ODIL_ID:22713_1017*
";"DEMANDE DE REPLI DISTANT
*ODIL_ID:22713_1017*
";"DEMANDA DE REPLI DISTANTE
*ODIL_ID:22713_1017*
";""
"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:22713_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:22713_1018*
";"*******************************************************************************
**                              ROBOT STANDARD BF                            **
*******************************************************************************
*ODIL_ID:22713_1018*
";""
"MARCHA VACIO FILM O LOCAL
*ODIL_ID:22713_1019*
";"MARCHE DEVERMINAGE AU FILM OU LOCAL
*ODIL_ID:22713_1019*
";"MARCHA VACIO FILM O LOCAL
*ODIL_ID:22713_1019*
";""
"ROBOT C3
*ODIL_ID:22713_1020*
";"ROBOT C3
*ODIL_ID:22713_1020*
";"ROBOT C3
*ODIL_ID:22713_1020*
";""
"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:22713_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:22713_1021*
";"*******************************************************************************
**                                 ROBOT EVENTS                              **
*******************************************************************************
*ODIL_ID:22713_1021*
";""
"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:22713_1022*
";"INITIALISATION EVENEMENTS ROBOTS
*ODIL_ID:22713_1022*
";"INICIALIZACION EVENTOS ROBOTS
*ODIL_ID:22713_1022*
";""
"EVENTOS ROBOT
*ODIL_ID:22713_1023*
";"EVENEMENTS ROBOT
*ODIL_ID:22713_1023*
";"EVENTOS ROBOT
*ODIL_ID:22713_1023*
";""
"EVENTOS ROBOT LIBRE
*ODIL_ID:22713_1023*
";"EVENEMENTS ROBOT LIBRE
*ODIL_ID:22713_1023*
";"EVENTOS ROBOT LIBRE
*ODIL_ID:22713_1023*
";""
"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:22713_1030*
";"*******************************************************************************
**                  RODAGE ET CHANGEMENT ELECTRODES                          **
*******************************************************************************
*ODIL_ID:22713_1030*
";"*******************************************************************************
**                  FRESADO ET CAMBIO ELECTRODOS                          **
*******************************************************************************
*ODIL_ID:22713_1030*
";""
"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:22713_1031*
";"*******************************************************************************
**                              RODAGE  CENTRALISE                           **
*******************************************************************************
*ODIL_ID:22713_1031*
";"*******************************************************************************
**                              FRESADO  CENTRALIZADO                           **
*******************************************************************************
*ODIL_ID:22713_1031*
";""
