//Note: This export file in CSV format must not be opened by double-clicking on the file!;;;
//Please open this file using the menu command File > Open of MS Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
28995;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
12612;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
28996;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
12613;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
28997;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
12614;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
28998;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
12615;Difference in cable length measurement;Différence à la détermination de longueur de câble;
28999;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
12624;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
29008;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
12672;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20090303@;
29056;Help: Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20090303@;
12736;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
29120;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
12737;Ring opened;Anneau ouvert;
29121;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
12738;RT redundancy not effective;Redondance RT plus garantie;
29122;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
12739;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
29123;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
12800;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20090303@;
29184;Help: Sync mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20090303@;
12864;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
29248;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
12867;Station not synchronized;Station non synchrone;
29251;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
12928;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
29312;Help: Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
13056;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20090303@;
29440;Help: Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : Erreur CR Multicast; @5W%t#A02A-SCALANCE_X200-20090303@;
13184;Reserved; @5W%t#A02A-SCALANCE_X200-20090303@;réservé; @5W%t#A02A-SCALANCE_X200-20090303@;
29568;Help: Reserved; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : réservée; @5W%t#A02A-SCALANCE_X200-20090303@;
13312;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20090303@;
29696;Help: Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20090303@;
13376;FO link power margin critical;Réserve système FO critique;
29760;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
13440;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20090303@;
29824;Help: Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20090303@;
13504;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
29888;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
13568;Time mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
29952;Help: Time mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : erreur de temporisation; @5W%t#A02A-SCALANCE_X200-20090303@;
14144;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
30528;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
14145;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
30529;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
14146;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
30530;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
14608;No redundant PS;Pas d'alimentation redondante;
30992;Alarm entering state when there is no redundant PS;Alarme arrivante en l'absence d'alimentation redondante;
14610;C-PLUG not found;C-PLUG introuvable;
30994;Alarm entering state when no C-PLUG was inserted;Alarme arrivante en l'absence de C-PLUG;
14612;C-PLUG defective;C-PLUG défectueux;
30996;Alarm entering state when C-PLUG is defective;Alarme arrivante lorsque le C-PLUG est défectueux;
14614;wrong C-PLUG;Le C-PLUG est incorrect;
30998;Incoming alarm when wrong C-PLUG is plugged in;Alarme apparaissante si aucun C-PLUG n'a incorrect;
15336;;;
31720;;;
15464;Short circuit;Court-circuit;
31848;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
15592;Low voltage;Sous-tension;
31976;Verify the power supply.;Contrôlez l'alimentation en tension.;
15720;Overvoltage;Surtension;
32104;Verify the power supply.;Contrôlez l'alimentation en tension.;
15848;Overload;Surcharge;
32232;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
15976;Overtemperature;Surchauffe;
32360;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
16104;Wire break;Rupture de fil;
32488;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
16232;High limit exceeded;Limite supérieure dépassée;
32616;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
48;Low limit exceeded;Limite inférieure sous-dépassée;
16432;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
176;Error;Erreur;
16560;;;
304;Simulation active;Simulation active;
16688;;;
432;Reserved;réservé;
16816;;;
560;Reserved;réservé;
16944;;;
688;Reserved;réservé;
17072;;;
816;Reserved;réservé;
17200;;;
944;Parameter missing;Paramètre manquant;
17328;;;
1072;Parameter assignment error;Erreur de paramétrage;
17456;Possible Cause: Module either not at all or incorrectly assigned parameters.  Error remedy: Correct the parameter assignment.;Cause possible : Le module n'est pas paramétré ou est mal paramétré.  Solution : corrigez le paramétrage.;
1200;Front connector missing, sensor or load voltage missing;Le connecteur frontal, la tension de capteur ou de charge manque.;
17584;Possible cause: Supply voltage missing or too low.  Remedy: Check front connector. Correct the process wiring. Check the supply voltage.;Cause possible : La tension d'alimentation manque ou est trop basse.  Solution : Vérifier le connecteur frontal. Corriger le câblage au processus. Vérifier la tension d'alimentation.;
1328;Fuse defective;Fusible défectueux.;
17712;Possible Cause: User's replaceable fuse fallen.  Error remedy: Exchange the fuse.;Cause possible : Le fusible échangeable par l'utilisateur est tombé.  Solution : Remplacement du fusible.;
1456;Communication error;Erreur de communication;
17840;Possible Cause: Communication to the module interrupted. Error remedy: Check the address parameter.;Cause possible : Communication au module perturbée.  Solution : vérifiez le paramètre de l'adresse.;
1584;Ground error;Erreur de masse;
17968;Possible Cause: Exceeding the allowable common mode at non-isolated channels or chopping the ground line for non-isolated channels. Error remedy: Correct the process wiring.;Cause possible : Dépassement du Common Mode admissible pour les voies liées à la masse ou coupure de la ligne à la masse pour les voies avec séparation galvanique.  Solution : Correction du câblage au processus.;
1712;Reference channel error;Erreur sur voie de référence;
18096;Possible Cause: Error on the reference channel. Error remedy: Check the reference module (2AI RTD ST).;Cause possible : Erreur sur voie de référence.  Solution : vérifiez le module de référence (2AI RTD ST).;
1840;Process interrupt lost or message error;Alarme de processus perdue ou erreur de message;
18224;Possible Cause: Frame error, parity error. Error remedy: Check the communication settings.;Cause possible : Erreur de cadre, erreur de parité.  Solution : vérifiez les options de communication.;
1968;Warning;Avertissement;
18352;Possible Cause: Exceeding the actuator limit value (rotational speed, load current). Error remedy: Correct the tuning.;Cause possible : Dépassement des seuils d'actionneur (vitesse, courant de charge).  Solution : correction de la justesse des paramètres.;
2096;Shutoff;Arrêt;
18480;Possible Cause: Trigger a line switch due to short circuit, or asymmetry or ground fault or trigger a Thermistor or Quick Stop. Error remedy: Eliminate the cause of the shutoff and acknowledge.;Cause possible : Déclenchement d'un disjoncteur à cause d'un court-circuit, d'une disymmétrie, d'un défaut à la terre ou déclenchement d'une thermistance ou Quick-Stop.  Solution : supprimez la cause de l'arrêt et acquittez.;
2224;Fail-safe shutoff;Arrêt de sécurité;
18608;Possible Cause: Trigger for fail-safe shutoff is present.  Error remedy: Eliminate the cause of the shutoff and acknowledge.;Cause possible : Présence d'un déclencheur d'arrêt de sécurité.  Solution : corrigez la cause de l'arrêt et acquittez.;
2352;external error;Erreur externe;
18736;Possible Cause: Wire break or short circuit of the  encoder signal or encoder cable not connected or programmable encoders do not correspond to the settings on the module. Error remedy: exchange the encoder, correct the process wiring, correct the paramete;Cause possible : Rupture de fil ou court-circuit des signaux du capteur ou câble du capteur non raccordé ou capteurs programmables ne correspondent pas aux options sur le module.  Solution : Remplacement du capteur, correction du câblage au processus , cor;
2480;ambiguous error;Erreur indéfinie;
18864;Possible Cause: Teach-in process running. Alignment tool is active (for 4 IQ-SENSE). Otherwise, cannot be specified in more detail.  Error remedy: Terminate the Teach-in process. Terminate the alignment tool (for 4 IQ-SENSE);Cause possible : Une procédure d'apprentissage est en cours. Une aide à l'ajustage est active (pour 4 IQ-SENSE). Erreur ne pouvant être spécifiée plus avant.  Solution : mettre fin à l'apprentissage. Mettre fin à l'aide à l'ajustage (pour 4 IQ-SENSE);
2608;Reserved;réservé;
18992;;;
2736;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
19120;;;
2864;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
19248;;;
2992;Channel temporarily not available;Voie temporairement indisponible;
19376;Possible cause: Calibration, firmware update, manual operation, ...;Cause possible : Calibrage, mise à jour du firmware, mode manuel ...;
15480;Data transmission impossible; @5W%t#ET200S-20091013@;Transmission de données impossible; @5W%t#ET200S-20091013@;
31864;Help: Data transmission impossible; @5W%t#ET200S-20091013@;Aide : transmission de données impossible; @5W%t#ET200S-20091013@;
15544;No physical connection on port;Pas de connexion physique au port;
31928;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
15545;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
31929;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
15546;Error during cable data check;Erreur à la vérification des données de câble;
31930;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
15608;Remote mismatch; @5W%t#ET200S-20091013@;Erreur partenaire; @5W%t#ET200S-20091013@;
31992;Help: Remote mismatch; @5W%t#ET200S-20091013@;Aide : erreur partenaire; @5W%t#ET200S-20091013@;
15672;Wrong partner;Partenaire incorrect;
32056;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
15673;Wrong partner port;Port partenaire incorrect;
32057;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
15674;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
32058;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
15675;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
32059;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
15676;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
32060;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
15677;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
32061;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
15678;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
32062;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
15679;Difference in cable length measurement;Différence à la détermination de longueur de câble;
32063;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
15688;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
32072;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
15736;Media redundancy mismatch; @5W%t#ET200S-20091013@;Erreur de redondance de supports de transmission; @5W%t#ET200S-20091013@;
32120;Help: Media redundancy mismatch; @5W%t#ET200S-20091013@;Aide : erreur de redondance de supports de transmission; @5W%t#ET200S-20091013@;
15800;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
32184;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
15801;Ring opened;Anneau ouvert;
32185;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
15802;RT redundancy not effective;Redondance RT plus garantie;
32186;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
15803;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
32187;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
15864;Sync mismatch; @5W%t#ET200S-20091013@;Perte de synchronisation; @5W%t#ET200S-20091013@;
32248;Help: Sync mismatch; @5W%t#ET200S-20091013@;Aide : perte de synchronisation; @5W%t#ET200S-20091013@;
15928;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
32312;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
15931;Station not synchronized;Station non synchrone;
32315;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
15992;Isochronous mode mismatch; @5W%t#ET200S-20091013@;Erreur de synchronisme d'horloge; @5W%t#ET200S-20091013@;
32376;Help: Isochronous mode mismatch; @5W%t#ET200S-20091013@;Aide : erreur de synchronisme d'horloge; @5W%t#ET200S-20091013@;
16120;Multicast CR mismatch; @5W%t#ET200S-20091013@;Erreur Multicast CR; @5W%t#ET200S-20091013@;
32504;Help: Multicast CR mismatch; @5W%t#ET200S-20091013@;Aide : Erreur CR Multicast; @5W%t#ET200S-20091013@;
16248;Reserved; @5W%t#ET200S-20091013@;réservé; @5W%t#ET200S-20091013@;
32632;Help: Reserved; @5W%t#ET200S-20091013@;Aide : réservée; @5W%t#ET200S-20091013@;
64;Fiber optics mismatch; @5W%t#ET200S-20091013@;Erreur fibre optique; @5W%t#ET200S-20091013@;
16448;Help: Fiber optics mismatch; @5W%t#ET200S-20091013@;Aide : erreur fibre optique; @5W%t#ET200S-20091013@;
128;FO link power margin critical;Réserve système FO critique;
16512;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
192;Network component function mismatch; @5W%t#ET200S-20091013@;Erreur de fonctionnement du composant réseau; @5W%t#ET200S-20091013@;
16576;Help: Network component function mismatch; @5W%t#ET200S-20091013@;Aide : erreur de fonctionnement du composant réseau; @5W%t#ET200S-20091013@;
256;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
16640;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
320;Time mismatch; @5W%t#ET200S-20091013@;Erreur d'horloge; @5W%t#ET200S-20091013@;
16704;Help: Time mismatch; @5W%t#ET200S-20091013@;Aide : erreur de temporisation; @5W%t#ET200S-20091013@;
896;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
17280;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
897;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
17281;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
898;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
17282;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
1776;;;
18160;;;
1904;Short circuit;Court-circuit;
18288;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
2032;Low voltage;Sous-tension;
18416;Verify the power supply.;Contrôlez l'alimentation en tension.;
2160;Overvoltage;Surtension;
18544;Verify the power supply.;Contrôlez l'alimentation en tension.;
2288;Overload;Surcharge;
18672;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
2416;Overtemperature;Surchauffe;
18800;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
2544;Wire break;Rupture de fil;
18928;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
2672;High limit exceeded;Limite supérieure dépassée;
19056;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
2800;Low limit exceeded;Limite inférieure sous-dépassée;
19184;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
2928;Error;Erreur;
