//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
30808;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
15928;Network component function mismatch; @5W%t#ET200S-20091013@;Erreur de fonctionnement du composant réseau; @5W%t#ET200S-20091013@;
32312;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
1120;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
17504;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
2624;Time mismatch; @5W%t#ET200S-20091013@;Erreur d'horloge; @5W%t#ET200S-20091013@;
19008;Help: Time mismatch; @5W%t#ET200S-200910;Aide : erreur de temporisation; @5W%t#ET;
16160;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
32544;A standard gateway has been configured f;Un autre routeur par défaut a été config;
16161;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
32545;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
16162;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
32546;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
9464;;;
25848;;;
12472;Short circuit;Court-circuit;
28856;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
15480;Low voltage;Sous-tension;
31864;Verify the power supply.;Contrôlez l'alimentation en tension.;
2176;Overvoltage;Surtension;
18560;Verify the power supply.;Contrôlez l'alimentation en tension.;
5184;Overload;Surcharge;
21568;Check the technical specifications of th;Contrôlez les caractéristiques technique;
8192;Overtemperature;Surchauffe;
24576;Check the technical specifications of th;Contrôlez les caractéristiques technique;
11200;Wire break;Rupture de fil;
27584;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
14208;High limit exceeded;Limite supérieure dépassée;
30592;Check the technical specifications of th;Contrôlez les caractéristiques technique;
904;Low limit exceeded;Limite inférieure sous-dépassée;
17288;Check the technical specifications of th;Contrôlez les caractéristiques technique;
3912;Error;Erreur;
20296;;;
6920;Simulation active;Simulation active;
23304;;;
9928;Reserved;réservé;
26312;;;
12936;Reserved;réservé;
29320;;;
15944;Reserved;réservé;
32328;;;
2640;Reserved;réservé;
19024;;;
5648;Parameter missing;Paramètre manquant;
22032;;;
8656;Parameter assignment error;Erreur de parametrage;
25040;;;
11664;Sensor or load voltage missing;Absence tension de capteur ou charge;
28048;;;
14672;Fuse defective;Fusible defectueux;
31056;;;
1368;Slot not addressable;Erreur de communication;
17752;;;
4376;Ground error;Erreur de masse;
20760;;;
7384;Reference channel error;Erreur voie de reference;
23768;;;
10392;Process interrupt lost;Alarme processus perdue;
26776;;;
13400;Warning;Attention;
29784;;;
96;Shutoff;Arrêt;
16480;;;
3104;Fail-safe shutoff;Arrêt de sécurité;
19488;;;
6112;external error;Defaut externe;
22496;;;
9120;ambiguous error;Defaut non specifie;
25504;;;
12128;Reserved;réservé;
28512;;;
15136;Actuator/sensor fault 1;Défaut 1 de l'actionn./du capt.;
31520;;;
1832;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
18216;;;
4840;Channel temporary error;Channel temporary error;
21224;;;
12848;Data transmission impossible; @5W%t#et200pro-20140922@;Transmission de données impossible; @5W%t#et200pro-20140922@;
29232;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
14352;No physical connection on port;Pas de connexion physique au port;
30736;Port monitoring was configured, there is;Une surveillance de port a été configuré;
14353;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
30737;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
14354;Error during cable data check;Erreur à la vérification des données de câble;
30738;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
15856;Remote mismatch; @5W%t#et200pro-20140922@;Erreur partenaire; @5W%t#et200pro-20140922@;
32240;Help: Remote mismatch; @5W%t#et200pro-20;Aide : erreur partenaire; @5W%t#et200pro;
1048;Wrong partner;Partenaire incorrect;
17432;A port interconnection was configured bu;Une connexion de port a été configurée, ;
1049;Wrong partner port;Port partenaire incorrect;
17433;A port interconnection was configured bu;Une connexion de port a été configurée, ;
1050;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
17434;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
1051;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
17435;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
1052;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
17436;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
1053;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
17437;A port interconnection was configured bu;Une connexion de port a été configurée, ;
1054;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
17438;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
1055;Difference in cable length measurement;Différence à la détermination de longueur de câble;
17439;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
1424;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
17808;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
2552;Media redundancy mismatch; @5W%t#et200pro-20140922@;Erreur de redondance de supports de transmission; @5W%t#et200pro-20140922@;
18936;Help: Media redundancy mismatch; @5W%t#e;Aide : erreur de redondance de supports ;
4056;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
20440;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
4057;Ring opened;Anneau ouvert;
20441;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
4058;RT redundancy not effective;Redondance RT plus garantie;
20442;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
4059;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
20443;Indicates that more than one device in t;Indique que plusieurs appareils assument;
5560;Sync mismatch; @5W%t#et200pro-20140922@;Perte de synchronisation; @5W%t#et200pro-20140922@;
21944;Help: Sync mismatch; @5W%t#et200pro-2014;Aide : perte de synchronisation; @5W%t#e;
7064;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
23448;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
7067;Station not synchronized;Station non synchrone;
23451;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
8568;Isochronous mode mismatch; @5W%t#et200pro-20140922@;Erreur de synchronisme d'horloge; @5W%t#et200pro-20140922@;
24952;Help: Isochronous mode mismatch; @5W%t#e;Aide : erreur de synchronisme d'horloge;;
11576;Multicast CR mismatch; @5W%t#et200pro-20140922@;Erreur Multicast CR; @5W%t#et200pro-20140922@;
27960;Help: Multicast CR mismatch; @5W%t#et200;Aide : Erreur CR Multicast; @5W%t#et200p;
14584;Reserved; @5W%t#et200pro-20140922@;réservé; @5W%t#et200pro-20140922@;
30968;Help: Reserved; @5W%t#et200pro-20140922@;Aide : réservée; @5W%t#et200pro-20140922;
1280;Fiber optics mismatch; @5W%t#et200pro-20140922@;Erreur fibre optique; @5W%t#et200pro-20140922@;
17664;Help: Fiber optics mismatch; @5W%t#et200;Aide : erreur fibre optique; @5W%t#et200;
2784;FO link power margin critical;Réserve système FO critique;
19168;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
4288;Network component function mismatch; @5W%t#et200pro-20140922@;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20140922@;
20672;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
5792;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
22176;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
7296;Time mismatch; @5W%t#et200pro-20140922@;Erreur d'horloge; @5W%t#et200pro-20140922@;
23680;Help: Time mismatch; @5W%t#et200pro-2014;Aide : erreur de temporisation; @5W%t#et;
4520;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
20904;A standard gateway has been configured f;Un autre routeur par défaut a été config;
4521;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
20905;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
4522;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
20906;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
2632;;;
19016;;;
5640;Short circuit;Court-circuit;
22024;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
8648;Low voltage;Sous-tension;
25032;Verify the power supply.;Contrôlez l'alimentation en tension.;
11656;Overvoltage;Surtension;
28040;Verify the power supply.;Contrôlez l'alimentation en tension.;
14664;Overload;Surcharge;
31048;Check the technical specifications of th;Contrôlez les caractéristiques technique;
1360;Overtemperature;Surchauffe;
17744;Check the technical specifications of th;Contrôlez les caractéristiques technique;
4368;Wire break;Rupture de fil;
20752;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
7376;High limit exceeded;Limite supérieure dépassée;
23760;Check the technical specifications of th;Contrôlez les caractéristiques technique;
10384;Low limit exceeded;Limite inférieure sous-dépassée;
26768;Check the technical specifications of th;Contrôlez les caractéristiques technique;
13392;Error;Erreur;
29776;;;
88;Simulation active;Simulation active;
16472;;;
3096;Reserved;réservé;
19480;;;
6104;Reserved;réservé;
22488;;;
9112;Reserved;réservé;
25496;;;
12120;Reserved;réservé;
28504;;;
15128;Parameter missing;Paramètre manquant;
31512;;;
1824;Parameter assignment error;Erreur de paramétrage;
18208;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
4832;Power supply fault;Absence de tension capteur ou de charge;
21216;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
7840;Fuse blown / open;Fusible defectueux;
24224;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
10848;Slot cannot be addressed;Emplacement non accessible;
27232;Cause: Communication error with various ;Cause : erreur de communication à cause ;
13856;Ground fault;Défaut à la masse;
30240;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
552;Reference point list;Erreur de voie de référence;
16936;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
3560;Process event lost / sampling error;Alarme de processus perdue;
19944;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
6568;Threshold warning;Avertissement actionneur;
22952;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
9576;Output disabled;Coupure actionneur;
25960;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
12584;Safety event;Arrêt de sécurité;
28968;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
15592;External fault;Défaut externe;
31976;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
2288;Unidentified error;Défaut non spécifié;
18672;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
5296;Reserved;réservé;
21680;;;
8304;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
24688;;;
11312;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
27696;;;
14320;Temporary error;Erreur temporaire;
30704;;;
15712;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
32096;Help;Help;
7152;Device specific diagnosis information, see manual;Device specific diagnosis information, see manual;
23536;Help;Help;
6016;Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;Transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;
22400;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
7520;No physical connection on port;Pas de connexion physique au port;
23904;Port monitoring was configured, there is;Une surveillance de port a été configuré;
7521;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
23905;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
7522;Error during cable data check;Erreur à la vérification des données de câble;
23906;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
9024;Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20121203@;
25408;Help: Remote mismatch; @5W%t#ML-V2.25-Fe;Aide : erreur partenaire; @5W%t#ML-V2.25;
10528;Wrong partner;Partenaire incorrect;
26912;A port interconnection was configured bu;Une connexion de port a été configurée, ;
10529;Wrong partner port;Port partenaire incorrect;
26913;A port interconnection was configured bu;Une connexion de port a été configurée, ;
10530;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
26914;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
10531;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
26915;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
10532;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
26916;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
10533;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
26917;A port interconnection was configured bu;Une connexion de port a été configurée, ;
10534;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
26918;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
10535;Difference in cable length measurement;Différence à la détermination de longueur de câble;
26919;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
10904;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
27288;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
12032;Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20121203@;
28416;Help: Media redundancy mismatch; @5W%t#M;Aide : erreur de redondance de supports ;
13536;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
29920;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
13537;Ring opened;Anneau ouvert;
29921;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
13538;RT redundancy not effective;Redondance RT plus garantie;
29922;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
13539;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
29923;Indicates that more than one device in t;Indique que plusieurs appareils assument;
15040;Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20121203@;
31424;Help: Sync mismatch; @5W%t#ML-V2.25-Fest;Aide : perte de synchronisation; @5W%t#M;
232;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
16616;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
235;Station not synchronized;Station non synchrone;
16619;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
1736;Isochronous mode mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de synchronisme d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
18120;Help: Isochronous mode mismatch; @5W%t#M;Aide : erreur de synchronisme d'horloge;;
4744;Multicast CR mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur Multicast CR; @5W%t#ML-V2.25-Festo-CPX-20121203@;
21128;Help: Multicast CR mismatch; @5W%t#ML-V2;Aide : Erreur CR Multicast; @5W%t#ML-V2.;
7752;Reserved; @5W%t#ML-V2.25-Festo-CPX-20121203@;réservé; @5W%t#ML-V2.25-Festo-CPX-20121203@;
24136;Help: Reserved; @5W%t#ML-V2.25-Festo-CPX;Aide : réservée; @5W%t#ML-V2.25-Festo-CP;
10760;Fiber optics mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur fibre optique; @5W%t#ML-V2.25-Festo-CPX-20121203@;
27144;Help: Fiber optics mismatch; @5W%t#ML-V2;Aide : erreur fibre optique; @5W%t#ML-V2;
12264;FO link power margin critical;Réserve système FO critique;
28648;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
13768;Network component function mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.25-Festo-CPX-20121203@;
30152;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
15272;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
31656;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
464;Time mismatch; @5W%t#ML-V2.25-Festo-CPX-20121203@;Erreur d'horloge; @5W%t#ML-V2.25-Festo-CPX-20121203@;
16848;Help: Time mismatch; @5W%t#ML-V2.25-Fest;Aide : erreur de temporisation; @5W%t#ML;
14000;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
30384;A standard gateway has been configured f;Un autre routeur par défaut a été config;
14001;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
30385;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
14002;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
30386;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
5528;No error;No error;
21912;Help;Help;
5530;General diagnosis;General diagnosis;
21914;Help;Help;
5532;Short circuit;Short circuit;
21916;Help;Help;
5534;Wire fracture/idling current I/O;Wire fracture/idling current I/O;
21918;Help;Help;
5904;Short circuit in actuator supply;Short circuit in actuator supply;
22288;Help;Help;
5906;Undervoltage in power supply;Undervoltage in power supply;
22290;Help;Help;
5908;Unknown CBUS error (6);Unknown CBUS error (6);
22292;Help;Help;
5910;Unknown CBUS error (7);Unknown CBUS error (7);
22294;Help;Help;
6280;Unknown CBUS error (8);Unknown CBUS error (8);
22664;Help;Help;
6282;Lower limit exceeded;Lower limit exceeded;
22666;Help;Help;
6284;Upper limit exceeded;Upper limit exceeded;
22668;Help;Help;
6286;Short circuit valve;Short circuit valve;
22670;Help;Help;
6656;Pilot valve function warning;Pilot valve function warning;
23040;Help;Help;
6658;Wire fracture (open load);Wire fracture (open load);
23042;Help;Help;
6660;Condition counter exceeded;Condition counter exceeded;
23044;Help;Help;
6662;Module/channel failure;Module/channel failure;
23046;Help;Help;
7032;Module code incorrect;Module code incorrect;
23416;Help;Help;
7034;I/O length incorrect;I/O length incorrect;
23418;Help;Help;
7036;Address range exceeded;Address range exceeded;
23420;Help;Help;
7038;Life cycle exceeded;Life cycle exceeded;
23422;Help;Help;
7408;Fault in parametrizing signal range;Fault in parametrizing signal range;
23792;Help;Help;
7410;Fault in parametrizing data format;Fault in parametrizing data format;
23794;Help;Help;
7412;Fault in parametrizing linear scaling;Fault in parametrizing linear scaling;
23796;Help;Help;
7414;Fault in filter meas.value;Fault in filter meas.value;
23798;Help;Help;
7784;Fault in parametrizing lower limit;Fault in parametrizing lower limit;
24168;Help;Help;
7786;Fault in parametrizing upper limit;Fault in parametrizing upper limit;
24170;Help;Help;
7788;Fault in actuator supply;Fault in actuator supply;
24172;Help;Help;
7790;Wrong device type mounted;Wrong device type mounted;
24174;Help;Help;
8160;Alarm value reached;Alarm value reached;
24544;Help;Help;
8162;Fault in parametrizing;Fault in parametrizing;
24546;Help;Help;
8164;No new output data (slave);No new output data (slave);
24548;Help;Help;
8166;No bus connection (slave);No bus connection (slave);
24550;Help;Help;
8536;No STI read access (slave);No STI read access (slave);
24920;Help;Help;
8538;No parameter access (slave);No parameter access (slave);
24922;Help;Help;
8540;CP module lost / fault;CP module lost / fault;
24924;Help;Help;
8542;CP configuration failure;CP configuration failure;
24926;Help;Help;
8912;Short circuit CP-line;Short circuit CP-line;
25296;Help;Help;
8914;Fault in controlling;Fault in controlling;
25298;Help;Help;
8916;Missing valve;Missing valve;
25300;Help;Help;
8918;Maintanance required;Maintanance required;
25302;Help;Help;
9288;Life Guard;Life Guard;
25672;Help;Help;
9290;Heart Beat;Heart Beat;
25674;Help;Help;
9292;Com Cycle Period (Sync);Com Cycle Period (Sync);
25676;Help;Help;
9294;CAN Overrun (Objects lost);CAN Overrun (Objects lost);
25678;Help;Help;
9664;Invalid PDO received;Invalid PDO received;
26048;Help;Help;
9666;CAN WarnLimit reached;CAN WarnLimit reached;
26050;Help;Help;
9668;CAN recovered from BusOff;CAN recovered from BusOff;
26052;Help;Help;
9670;Bus Power lost;Bus Power lost;
26054;Help;Help;
10040;Fault in Calibration;Fault in Calibration;
26424;Help;Help;
10042;Lower drop out signal;Lower drop out signal;
26426;Help;Help;
10044;Upper drop out signal;Upper drop out signal;
26428;Help;Help;
10046;Sensor limit exceeded;Sensor limit exceeded;
26430;Help;Help;
10416;Short circuit cold junction comp.;Short circuit cold junction comp.;
26800;Help;Help;
10418;Open load cold junction comp.;Open load cold junction comp.;
26802;Help;Help;
10420;Calibration data incorrect;Calibration data incorrect;
26804;Help;Help;
10422;Invalid process value;Invalid process value;
26806;Help;Help;
10792;Short circuit I-Port;Short circuit I-Port;
27176;Help;Help;
10794;Device missing / failure;Device missing / failure;
27178;Help;Help;
10796;I-Port configuration error;I-Port configuration error;
27180;Help;Help;
10798;Input overload;Input overload;
27182;Help;Help;
11168;Signal underflow/overflow;Signal underflow/overflow;
27552;Help;Help;
11170;Overvoltage in power supply;Overvoltage in power supply;
27554;Help;Help;
11172;Overflow in time measurement;Overflow in time measurement;
27556;Help;Help;
11174;Object failure;Object failure;
27558;Help;Help;
11544;Number of Modules incorrect;Number of Modules incorrect;
27928;Help;Help;
11546;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
27930;Help;Help;
11548;F-Communication fault;F-Communication fault;
27932;Help;Help;
11550;F-Communication timeout;F-Communication timeout;
27934;Help;Help;
11920;Leakage current;Leakage current;
28304;Help;Help;
11922;F-Parameter fault;F-Parameter fault;
28306;Help;Help;
11924;CC-L: Station equip.status incorrect;CC-L: Station equip.status incorrect;
28308;Help;Help;
11926;CC-L: Bus connection lost;CC-L: Bus connection lost;
28310;Help;Help;
12296;SSI-parity error;SSI-parity error;
28680;Help;Help;
12298;limit monitoring;limit monitoring;
28682;Help;Help;
12300;limit exceeded in measure duty cycle;limit exceeded in measure duty cycle;
28684;Help;Help;
12302;Error without errortext (75);Error without errortext (75);
28686;Help;Help;
12672;Error without errortext (76);Error without errortext (76);
29056;Help;Help;
12674;Error without errortext (77);Error without errortext (77);
29058;Help;Help;
12676;Value out of range;Value out of range;
29060;Help;Help;
12678;Error without errortext (79);Error without errortext (79);
29062;Help;Help;
13048;Function failure;Function failure;
29432;Help;Help;
14928;Configuration error;Configuration error;
31312;Help;Help;
14930;Execution error;Execution error;
31314;Help;Help;
14932;Record error;Record error;
31316;Help;Help;
14934;Control error;Control error;
31318;Help;Help;
15304;System error A;System error A;
31688;Help;Help;
15306;System error B;System error B;
31690;Help;Help;
15308;Error in valve;Error in valve;
31692;Help;Help;
15310;Controller error;Controller error;
31694;Help;Help;
15680;Encoder error;Encoder error;
32064;Help;Help;
15682;Error motor or power stage;Error motor or power stage;
32066;Help;Help;
15684;Error without errortext (110);Error without errortext (110);
32068;Help;Help;
15686;Error without errortext (111);Error without errortext (111);
32070;Help;Help;
16056;Error without errortext (112);Error without errortext (112);
32440;Help;Help;
16058;Error without errortext (113);Error without errortext (113);
32442;Help;Help;
16060;Error without errortext (114);Error without errortext (114);
32444;Help;Help;
16062;Subsystem module/channel failure;Subsystem module/channel failure;
32446;Help;Help;
120;Error without errortext (116);Error without errortext (116);
16504;Help;Help;
122;Error without errortext (117);Error without errortext (117);
16506;Help;Help;
124;Error without errortext (118);Error without errortext (118);
16508;Help;Help;
126;Error without errortext (119);Error without errortext (119);
16510;Help;Help;
496;Error without errortext (120);Error without errortext (120);
16880;Help;Help;
498;Error without errortext (121);Error without errortext (121);
16882;Help;Help;
500;Error without errortext (122);Error without errortext (122);
16884;Help;Help;
502;Error without errortext (123);Error without errortext (123);
16886;Help;Help;
872;Error without errortext (124);Error without errortext (124);
17256;Help;Help;
874;Error without errortext (125);Error without errortext (125);
17258;Help;Help;
876;Error without errortext (126);Error without errortext (126);
17260;Help;Help;
878;Error without errortext (127);Error without errortext (127);
17262;Help;Help;
1248;Switch unit defective;Switch unit defective;
17632;Help;Help;
1250;CBUS asic not ready;CBUS asic not ready;
17634;Help;Help;
1252;CPU Hardware Trap;CPU Hardware Trap;
17636;Help;Help;
1254;CBUS C-manager not ready;CBUS C-manager not ready;
17638;Help;Help;
1624;Watchdog overflow;Watchdog overflow;
18008;Help;Help;
1626;Remanent memory defective;Remanent memory defective;
18010;Help;Help;
1628;Flash system memory defective;Flash system memory defective;
18012;Help;Help;
1630;Number of mod.params.more than 64;Number of mod.params.more than 64;
18014;Help;Help;
2000;Slave not ready;Slave not ready;
18384;Help;Help;
2002;CBUS diagnostic telegram;CBUS diagnostic telegram;
18386;Help;Help;
2004;CBUS init fault (gap);CBUS init fault (gap);
18388;Help;Help;
2006;Order queue full;Order queue full;
18390;Help;Help;
2376;CBUS-EEPROM error;CBUS-EEPROM error;
18760;Help;Help;
2378;CBUS C-timeout error;CBUS C-timeout error;
18762;Help;Help;
2380;CBUS telegram fault;CBUS telegram fault;
18764;Help;Help;
2382;BIU access error;BIU access error;
18766;Help;Help;
2752;Licence error;Licence error;
19136;Help;Help;
2754;Built-in self test failed;Built-in self test failed;
19138;Help;Help;
2756;Error without errortext (146);Error without errortext (146);
19140;Help;Help;
2758;Error without errortext (147);Error without errortext (147);
19142;Help;Help;
3128;Error without errortext (148);Error without errortext (148);
19512;Help;Help;
3130;Error without errortext (149);Error without errortext (149);
19514;Help;Help;
3132;NETOS fatal error;NETOS fatal error;
19516;Help;Help;
3134;Error without errortext (151);Error without errortext (151);
19518;Help;Help;
3504;Error without errortext (152);Error without errortext (152);
19888;Help;Help;
3506;Error without errortext (153);Error without errortext (153);
19890;Help;Help;
3508;Error without errortext (154);Error without errortext (154);
19892;Help;Help;
3510;Error without errortext (155);Error without errortext (155);
19894;Help;Help;
3880;Error without errortext (156);Error without errortext (156);
20264;Help;Help;
3882;Error without errortext (157);Error without errortext (157);
20266;Help;Help;
3884;Error without errortext (158);Error without errortext (158);
20268;Help;Help;
3886;Error without errortext (159);Error without errortext (159);
20270;Help;Help;
4256;Error without errortext (160);Error without errortext (160);
20640;Help;Help;
4258;Error without errortext (161);Error without errortext (161);
20642;Help;Help;
4260;Error without errortext (162);Error without errortext (162);
20644;Help;Help;
4262;Error without errortext (163);Error without errortext (163);
20646;Help;Help;
4632;Error without errortext (164);Error without errortext (164);
21016;Help;Help;
4634;Error without errortext (165);Error without errortext (165);
21018;Help;Help;
4636;Error without errortext (166);Error without errortext (166);
21020;Help;Help;
4638;Error without errortext (167);Error without errortext (167);
21022;Help;Help;
5008;Error without errortext (168);Error without errortext (168);
21392;Help;Help;
5010;Error without errortext (169);Error without errortext (169);
21394;Help;Help;
5012;Error without errortext (170);Error without errortext (170);
21396;Help;Help;
5014;Error without errortext (171);Error without errortext (171);
21398;Help;Help;
5384;Error without errortext (172);Error without errortext (172);
21768;Help;Help;
5386;Error without errortext (173);Error without errortext (173);
21770;Help;Help;
5388;Error without errortext (174);Error without errortext (174);
21772;Help;Help;
5390;Error without errortext (175);Error without errortext (175);
21774;Help;Help;
5760;Error without errortext (176);Error without errortext (176);
22144;Help;Help;
5762;Error without errortext (177);Error without errortext (177);
22146;Help;Help;
5764;Error without errortext (178);Error without errortext (178);
22148;Help;Help;
5766;Error without errortext (179);Error without errortext (179);
22150;Help;Help;
6136;Error without errortext (180);Error without errortext (180);
22520;Help;Help;
6138;Error without errortext (181);Error without errortext (181);
22522;Help;Help;
6140;Error without errortext (182);Error without errortext (182);
22524;Help;Help;
6142;Error without errortext (183);Error without errortext (183);
22526;Help;Help;
