//Note: This export file in CSV format must not be opened by double-clicking on the file!;;;
//Please open this file using the menu command File > Open of MS Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
192;Network component function mismatch; @5W%t#ET200S-20091013@;Erreur de fonctionnement du composant réseau; @5W%t#ET200S-20091013@;
16576;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
256;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
16640;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
320;Time mismatch; @5W%t#ET200S-20091013@;Erreur d'horloge; @5W%t#ET200S-20091013@;
16704;Help: Time mismatch; @5W%t#ET200S-200910;Aide : erreur de temporisation; @5W%t#ET;
896;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
17280;A standard gateway has been configured f;Un autre routeur par défaut a été config;
897;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
17281;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
898;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
17282;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
1776;;;
18160;;;
1904;Short circuit;Court-circuit;
18288;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
2032;Low voltage;Sous-tension;
18416;Verify the power supply.;Contrôlez l'alimentation en tension.;
2160;Overvoltage;Surtension;
18544;Verify the power supply.;Contrôlez l'alimentation en tension.;
2288;Overload;Surcharge;
18672;Check the technical specifications of th;Contrôlez les caractéristiques technique;
2416;Overtemperature;Surchauffe;
18800;Check the technical specifications of th;Contrôlez les caractéristiques technique;
2544;Wire break;Rupture de fil;
18928;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
2672;High limit exceeded;Limite supérieure dépassée;
19056;Check the technical specifications of th;Contrôlez les caractéristiques technique;
2800;Low limit exceeded;Limite inférieure sous-dépassée;
19184;Check the technical specifications of th;Contrôlez les caractéristiques technique;
2928;Error;Erreur;
19312;;;
3056;Simulation active;Simulation active;
19440;;;
3184;Reserved;réservé;
19568;;;
3312;Reserved;réservé;
19696;;;
3440;Reserved;réservé;
19824;;;
3568;Reserved;réservé;
19952;;;
3696;Parameter missing;Paramètre manquant;
20080;;;
3824;Parameter assignment error;Erreur de parametrage;
20208;;;
3952;Sensor or load voltage missing;Absence tension de capteur ou charge;
20336;;;
4080;Fuse defective;Fusible defectueux;
20464;;;
4208;Slot not addressable;Erreur de communication;
20592;;;
4336;Ground error;Erreur de masse;
20720;;;
4464;Reference channel error;Erreur voie de reference;
20848;;;
4592;Process interrupt lost;Alarme processus perdue;
20976;;;
4720;Warning;Attention;
21104;;;
4848;Shutoff;Arrêt;
21232;;;
4976;Fail-safe shutoff;Arrêt de sécurité;
21360;;;
5104;external error;Defaut externe;
21488;;;
5232;ambiguous error;Defaut non specifie;
21616;;;
5360;Reserved;réservé;
21744;;;
5488;Actuator/sensor fault 1;Défaut 1 de l'actionn./du capt.;
21872;;;
5616;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
22000;;;
5744;Channel temporary error;Channel temporary error;
22128;;;
1920;Data transmission impossible; @5W%t#et200pro-20140922@;Transmission de données impossible; @5W%t#et200pro-20140922@;
18304;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
1984;No physical connection on port;Pas de connexion physique au port;
18368;Port monitoring was configured, there is;Une surveillance de port a été configuré;
1985;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
18369;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
1986;Error during cable data check;Erreur à la vérification des données de câble;
18370;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
2048;Remote mismatch; @5W%t#et200pro-20140922@;Erreur partenaire; @5W%t#et200pro-20140922@;
18432;Help: Remote mismatch; @5W%t#et200pro-20;Aide : erreur partenaire; @5W%t#et200pro;
2112;Wrong partner;Partenaire incorrect;
18496;A port interconnection was configured bu;Une connexion de port a été configurée, ;
2113;Wrong partner port;Port partenaire incorrect;
18497;A port interconnection was configured bu;Une connexion de port a été configurée, ;
2114;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
18498;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
2115;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
18499;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
2116;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
18500;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
2117;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
18501;A port interconnection was configured bu;Une connexion de port a été configurée, ;
2118;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
18502;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
2119;Difference in cable length measurement;Différence à la détermination de longueur de câble;
18503;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
2128;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
18512;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
2176;Media redundancy mismatch; @5W%t#et200pro-20140922@;Erreur de redondance de supports de transmission; @5W%t#et200pro-20140922@;
18560;Help: Media redundancy mismatch; @5W%t#e;Aide : erreur de redondance de supports ;
2240;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
18624;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
2241;Ring opened;Anneau ouvert;
18625;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
2242;RT redundancy not effective;Redondance RT plus garantie;
18626;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
2243;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
18627;Indicates that more than one device in t;Indique que plusieurs appareils assument;
2304;Sync mismatch; @5W%t#et200pro-20140922@;Perte de synchronisation; @5W%t#et200pro-20140922@;
18688;Help: Sync mismatch; @5W%t#et200pro-2014;Aide : perte de synchronisation; @5W%t#e;
2368;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
18752;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
2371;Station not synchronized;Station non synchrone;
18755;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
2432;Isochronous mode mismatch; @5W%t#et200pro-20140922@;Erreur de synchronisme d'horloge; @5W%t#et200pro-20140922@;
18816;Help: Isochronous mode mismatch; @5W%t#e;Aide : erreur de synchronisme d'horloge;;
2560;Multicast CR mismatch; @5W%t#et200pro-20140922@;Erreur Multicast CR; @5W%t#et200pro-20140922@;
18944;Help: Multicast CR mismatch; @5W%t#et200;Aide : Erreur CR Multicast; @5W%t#et200p;
2688;Reserved; @5W%t#et200pro-20140922@;réservé; @5W%t#et200pro-20140922@;
19072;Help: Reserved; @5W%t#et200pro-20140922@;Aide : réservée; @5W%t#et200pro-20140922;
2816;Fiber optics mismatch; @5W%t#et200pro-20140922@;Erreur fibre optique; @5W%t#et200pro-20140922@;
19200;Help: Fiber optics mismatch; @5W%t#et200;Aide : erreur fibre optique; @5W%t#et200;
2880;FO link power margin critical;Réserve système FO critique;
19264;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
2944;Network component function mismatch; @5W%t#et200pro-20140922@;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20140922@;
19328;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
3008;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
19392;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
3072;Time mismatch; @5W%t#et200pro-20140922@;Erreur d'horloge; @5W%t#et200pro-20140922@;
19456;Help: Time mismatch; @5W%t#et200pro-2014;Aide : erreur de temporisation; @5W%t#et;
3648;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
20032;A standard gateway has been configured f;Un autre routeur par défaut a été config;
3649;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
20033;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
3650;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
20034;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
